Trade No,Cumulative PnL INR
1826,1477836.0
1827,1468218.0
1828,1507219.5
1829,1555579.5
1830,1544034.0
1831,1528102.5
1832,1522053.0
1833,1512346.5
1834,1507900.5
1835,1500070.5
1836,1505455.5
1837,1497534.0
1838,1498102.5
1839,1510215.0
1840,1501656.0
1841,1495005.0
1842,1485142.5
1843,1466778.0
1844,1465495.5
1845,1459696.5
1846,1454922.0
1847,1447443.0
1848,1448361.0
1849,1487458.5
1850,1492660.5
1851,1490001.0
1852,1481742.0
1853,1484796.0
1854,1475782.5
1855,1484685.0
1856,1469881.5
1857,1451535.0
1858,1441003.5
1859,1440606.0
1860,1436952.0
1861,1422948.0
1862,1414137.0
1863,1445022.0
1864,1470204.0
1865,1463710.5
1866,1451716.5
1867,1453213.5
1868,1446913.5
1869,1437895.5
1870,1431927.0
1871,1442860.5
1872,1426957.5
1873,1418925.0
1874,1423938.0
1875,1412662.5
1876,1402393.5
1877,1393311.0
1878,1382649.0
1879,1382796.0
1880,1371622.5
1881,1418979.0
1882,1439994.0
1883,1433658.0
1884,1400190.0
1885,1392657.0
1886,1402833.0
1887,1404279.0
1888,1411995.0
1889,1399152.0
1890,1394268.0
1891,1379107.5
1892,1379389.5
1893,1374285.0
1894,1416651.0
1895,1416111.0
1896,1407613.5
1897,1441833.0
1898,1450341.0
1899,1453426.5
1900,1461160.5
1901,1454706.0
1902,1443061.5
1903,1431190.5
1904,1424164.5
1905,1431376.5
1906,1426203.0
1907,1425735.0
1908,1463688.0
1909,1464486.0
1910,1471567.5
1911,1465830.0
1912,1478122.5
1913,1464732.0
1914,1460622.0
1915,1464498.0
1916,1462705.5
1917,1460853.0
1918,1461165.0
1919,1452015.0
1920,1449685.5
1921,1440907.5
1922,1444794.0
1923,1441611.0
1924,1435438.5
1925,1436167.5
1926,1442047.5
1927,1444005.0
1928,1441399.5
1929,1446289.5
1930,1441695.0
1931,1434684.0
1932,1431679.5
1933,1435689.0
1934,1437708.0
1935,1444458.0
1936,1452952.5
1937,1446001.5
1938,1437769.5
1939,1457644.5
1940,1446439.5
1941,1433974.5
1942,1450710.0
1943,1457355.0
1944,1471803.0
1945,1475571.0
1946,1470085.5
1947,1472580.0
1948,1467151.5
1949,1462315.5
1950,1457803.5
1951,1449433.5
1952,1467730.5
1953,1464952.5
1954,1462396.5
1955,1472598.0
1956,1469830.5
1957,1464360.0
1958,1469131.5
1959,1465180.5
1960,1463580.0
1961,1458586.5
1962,1460578.5
1963,1483030.5
1964,1471933.5
1965,1476943.5
1966,1471926.0
1967,1459872.0
1968,1460142.0
1969,1460736.0
1970,1452037.5
1971,1441153.5
1972,1439764.5
1973,1430790.0
1974,1427604.0
1975,1443258.0
1976,1439646.0
1977,1428835.5
1978,1423812.0
1979,1419831.0
1980,1416361.5
1981,1408989.0
1982,1404105.0
1983,1400418.0
1984,1429950.0
1985,1421491.5
1986,1418844.0
1987,1419867.0
1988,1416144.0
1989,1409347.5
1990,1404147.0
1991,1398948.0
1992,1400875.5
1993,1398651.0
1994,1389093.0
1995,1389660.0
1996,1394155.5
1997,1388019.0
1998,1384114.5
1999,1390291.5
2000,1389903.0
2001,1405108.5
2002,1393689.0
2003,1386822.0
2004,1400295.0
2005,1397517.0
2006,1394092.5
2007,1391638.5
2008,1410475.5
2009,1402491.0
2010,1405486.5
2011,1401678.0
2012,1395064.5
2013,1390468.5
2014,1391532.0
2015,1388421.0
2016,1380270.0
2017,1383924.0
2018,1382659.5
2019,1375498.5
2020,1373430.0
2021,1368228.0
2022,1364509.5
2023,1364242.5
2024,1360711.5
2025,1356177.0
2026,1389183.0
2027,1387033.5
2028,1373536.5
2029,1387989.0
2030,1390756.5
2031,1382971.5
2032,1395739.5
2033,1384170.0
2034,1383951.0
2035,1398874.5
2036,1395832.5
2037,1386718.5
2038,1381375.5
2039,1385778.0
2040,1384698.0
2041,1380312.0
2042,1388436.0
2043,1389084.0
2044,1386312.0
2045,1380009.0
2046,1388122.5
2047,1381224.0
2048,1385296.5
2049,1379343.0
2050,1406110.5
2051,1398546.0
2052,1383175.5
2053,1374261.0
2054,1390201.5
2055,1376082.0
2056,1389043.5
2057,1386877.5
2058,1380309.0
2059,1422679.5
2060,1409193.0
2061,1405195.5
2062,1422799.5
2063,1423107.0
2064,1411567.5
2065,1416987.0
2066,1416736.5
2067,1420803.0
2068,1416024.0
2069,1423825.5
2070,1426366.5
2071,1434418.5
2072,1430022.0
2073,1431066.0
2074,1426221.0
2075,1426020.0
2076,1417213.5
2077,1411561.5
2078,1399773.0
2079,1417779.0
2080,1407483.0
2081,1391986.5
2082,1403352.0
2083,1409623.5
2084,1389738.0
2085,1410454.5
2086,1417924.5
2087,1424859.0
2088,1436596.5
2089,1446547.5
2090,1458739.5
2091,1445028.0
2092,1446648.0
2093,1444048.5
2094,1440054.0
2095,1439530.5
2096,1445968.5
2097,1459560.0
2098,1460247.0
2099,1454310.0
2100,1443552.0
2101,1512394.5
2102,1522819.5
2103,1515829.5
2104,1524967.5
2105,1536177.0
2106,1518957.0
2107,1503807.0
2108,1511832.0
2109,1505101.5
2110,1499169.0
2111,1502397.0
2112,1550385.0
2113,1545934.5
2114,1560573.0
2115,1554786.0
2116,1564543.5
2117,1563513.0
2118,1574400.0
2119,1569184.5
2120,1568949.0
2121,1557193.5
2122,1555671.0
2123,1569235.5
2124,1570059.0
2125,1567330.5
2126,1575559.5
2127,1590642.0
2128,1582753.5
2129,1580908.5
2130,1566069.0
2131,1559247.0
2132,1551330.0
2133,1543747.5
2134,1534359.0
2135,1545477.0
2136,1549983.0
2137,1543218.0
2138,1567548.0
2139,1566784.5
2140,1575325.5
2141,1560132.0
2142,1566250.5
2143,1565892.0
2144,1557193.5
2145,1556949.0
2146,1547175.0
2147,1570702.5
2148,1567584.0
2149,1555875.0
2150,1582810.5
2151,1589673.0
2152,1584336.0
2153,1628709.0
2154,1652670.0
2155,1643971.5
2156,1642038.0
2157,1653295.5
2158,1649139.0
2159,1649065.5
2160,1654759.5
2161,1664505.0
2162,1663357.5
2163,1703580.0
2164,1697317.5
2165,1690006.5
2166,1666120.5
2167,1668054.0
2168,1667686.5
2169,1686909.0
2170,1686156.0
2171,1736296.5
2172,1725177.0
2173,1723134.0
2174,1793599.5
2175,1797618.0
2176,1812381.0
2177,1816470.0
2178,1853758.5
2179,1873227.0
2180,1892793.0
2181,1918035.0
2182,1906350.0
2183,1901862.0
2184,1931361.0
2185,1924977.0
2186,1977517.5
2187,1970869.5
2188,1965915.0
2189,1981923.0
2190,1975377.0
2191,1972048.5
2192,1971663.0
2193,1969203.0
2194,1963827.0
2195,1954191.0
2196,1946893.5
2197,1947172.5
2198,1946995.5
2199,1973982.0
2200,1973584.5
2201,1966434.0
2202,1960249.5
2203,1965132.0
2204,1959405.0
2205,1968166.5
2206,1961250.0
2207,1943046.0
2208,1938921.0
2209,1947636.0
2210,1959297.0
2211,1968424.5
2212,1962133.5
2213,1959391.5
2214,1947165.0
2215,1942038.0
2216,1937689.5
2217,1964806.5
2218,1943206.5
2219,1932658.5
2220,1925268.0
2221,1914442.5
2222,1914370.5
2223,1912047.0
2224,1899691.5
2225,1910637.0
2226,1904845.5
2227,1905946.5
2228,1902084.0
2229,1892232.0
2230,1909372.5
2231,1924200.0
2232,1942638.0
2233,1942236.0
2234,1935340.5
2235,1923298.5
2236,1918945.5
2237,1914178.5
2238,1950120.0
2239,1949826.0
2240,1943925.0
2241,1945869.0
2242,1944172.5
2243,1942641.0
2244,1937424.0
2245,1923555.0
2246,1914307.5
2247,1919217.0
2248,1907181.0
2249,1904620.5
2250,1905207.0
2251,1910326.5
2252,1903077.0
2253,1941403.5
2254,1934361.0
2255,1926693.0
2256,1925326.5
2257,1924428.0
2258,1921345.5
2259,1910730.0
2260,1900066.5
2261,1915944.0
2262,1906465.5
2263,1898131.5
2264,1914211.5
2265,1921164.0
2266,1925208.0
2267,1929916.5
2268,1951581.0
2269,1952916.0
2270,1947457.5
2271,1949644.5
2272,1946524.5
2273,1946406.0
2274,1972303.5
2275,1975183.5
2276,1991704.5
2277,1984881.0
2278,1987492.5
2279,1980034.5
2280,1982523.0
2281,1980964.5
2282,1975749.0
2283,1973143.5
2284,1966456.5
2285,1969780.5
2286,1964197.5
2287,1962193.5
2288,1954101.0
2289,1950273.0
2290,1965970.5
2291,1959501.0
2292,1976392.5
2293,1972891.5
2294,1973413.5
2295,1963900.5
2296,1970398.5
2297,1968973.5
2298,1965079.5
2299,1966897.5
2300,1993333.5
2301,1989628.5
2302,1997377.5
2303,1992654.0
2304,1989082.5
2305,1981953.0
2306,1976617.5
2307,1973940.0
2308,1971394.5
2309,1973983.5
2310,1976721.0
2311,1971438.0
2312,1992850.5
2313,1987309.5
2314,1994898.0
2315,1992711.0
2316,1995846.0
2317,1991917.5
2318,1991101.5
2319,2024091.0
2320,2033650.5
2321,2030005.5
2322,2042112.0
2323,2041879.5
2324,2030437.5
2325,2036743.5
2326,2050630.5
2327,2039272.5
2328,2030769.0
2329,2026995.0
2330,2027883.0
2331,2019103.5
2332,2019705.0
2333,2012020.5
2334,2007202.5
2335,2014104.0
2336,2041650.0
2337,2038393.5
2338,2037586.5
2339,2031934.5
2340,2025639.0
2341,2017111.5
2342,2032434.0
2343,2020561.5
2344,2009476.5
2345,2005659.0
2346,1997913.0
2347,2007357.0
2348,2005633.5
2349,1989031.5
2350,1991883.0
2351,2001711.0
2352,1995862.5
2353,2001705.0
2354,1996381.5
2355,2048481.0
2356,2038540.5
2357,2027395.5
2358,2017768.5
2359,2025900.0
2360,2015797.5
2361,2008263.0
2362,1993917.0
2363,1985362.5
2364,2000523.0
2365,1990464.0
2366,2006017.5
2367,2017264.5
2368,2004120.0
2369,1992402.0
2370,1993623.0
2371,1989345.0
2372,1982049.0
2373,1981972.5
2374,1983090.0
2375,1990959.0
2376,2009134.5
2377,2001657.0
2378,2022823.5
2379,2014957.5
2380,2010016.5
2381,2006014.5
2382,1993890.0
2383,1993372.5
2384,2015071.5
2385,2001364.5
2386,1998207.0
2387,1991227.5
2388,1985341.5
2389,1984501.5
2390,1991596.5
2391,1992192.0
2392,1983469.5
2393,1981008.0
2394,1980558.0
2395,1979409.0
2396,1983681.0
2397,1979347.5
2398,1985394.0
2399,1993639.5
2400,2010034.5
2401,2006115.0
2402,2003202.0
2403,1998384.0
2404,2004492.0
2405,2000493.0
2406,1996584.0
2407,1996234.5
2408,1991022.0
2409,1988424.0
2410,1999459.5
2411,1996053.0
2412,2002276.5
2413,2002509.0
2414,2001699.0
2415,1996656.0
2416,1995156.0
2417,1992229.5
2418,1984945.5
2419,1983339.0
2420,1989675.0
2421,1986889.5
2422,1979799.0
2423,1979539.5
2424,1981975.5
2425,1979572.5
2426,1971945.0
2427,1965561.0
2428,1976929.5
2429,1976923.5
2430,1970922.0
2431,1962256.5
2432,1971666.0
2433,1989895.5
2434,1983336.0
2435,1977306.0
2436,1973382.0
2437,1968034.5
2438,1962792.0
2439,1965430.5
2440,1970475.0
2441,1992511.5
2442,1976193.0
2443,1979623.5
2444,1996540.5
2445,1991130.0
2446,1995151.5
2447,1998013.5
2448,2008449.0
2449,2001636.0
2450,1995826.5
2451,1989862.5
2452,1987423.5
2453,1982907.0
2454,1981966.5
2455,1987366.5
2456,1978809.0
2457,1986289.5
2458,1977949.5
2459,1982602.5
2460,1989594.0
2461,1983973.5
2462,1975425.0
2463,1980375.0
2464,1976515.5
2465,1976302.5
2466,1984683.0
2467,1982748.0
2468,1977135.0
2469,1972177.5
2470,1963950.0
2471,1963516.5
2472,1970437.5
2473,1966126.5
2474,1966528.5
2475,1956715.5
2476,1954914.0
2477,1948402.5
2478,1942458.0
2479,2006727.0
2480,1986571.5
2481,1989280.5
2482,2037829.5
2483,2067504.0
2484,2072793.0
2485,2060196.0
2486,2062723.5
2487,2057074.5
2488,2058079.5
2489,2055646.5
2490,2054599.5
2491,2056519.5
2492,2058960.0
2493,2052517.5
2494,2047005.0
2495,2041431.0
2496,2042020.5
2497,2057088.0
2498,2050207.5
2499,2052903.0
2500,2045569.5
2501,2062978.5
2502,2058940.5
2503,2054200.5
2504,2054353.5
2505,2044171.5
2506,2047971.0
2507,2042928.0
2508,2057469.0
2509,2047698.0
2510,2042205.0
2511,2039077.5
2512,2039031.0
2513,2064103.5
2514,2056042.5
2515,2080818.0
2516,2077396.5
2517,2088901.5
2518,2081782.5
2519,2069442.0
2520,2062782.0
2521,2052676.5
2522,2052948.0
2523,2052687.0
2524,2066853.0
2525,2060179.5
2526,2059204.5
2527,2071087.5
2528,2062791.0
2529,2053843.5
2530,2091025.5
2531,2084923.5
2532,2083710.0
2533,2082714.0
2534,2076687.0
2535,2070520.5
2536,2094423.0
2537,2081236.5
2538,2080893.0
2539,2081263.5
2540,2076832.5
2541,2075613.0
2542,2089029.0
2543,2087518.5
2544,2107509.0
2545,2109177.0
2546,2112438.0
2547,2124652.5
2548,2131338.0
2549,2123419.5
2550,2120527.5
2551,2125011.0
2552,2130693.0
2553,2122734.0
2554,2130378.0
2555,2138593.5
2556,2143639.5
2557,2143789.5
2558,2141016.0
2559,2134266.0
2560,2132101.5
2561,2140957.5
2562,2162580.0
2563,2159452.5
2564,2153527.5
2565,2158836.0
2566,2158603.5
2567,2158471.5
2568,2155114.5
2569,2147301.0
2570,2145703.5
2571,2144416.5
2572,2148934.5
2573,2152282.5
2574,2146812.0
2575,2146063.5
2576,2144775.0
2577,2141391.0
2578,2137338.0
2579,2146851.0
2580,2150418.0
2581,2157393.0
2582,2164063.5
2583,2160000.0
2584,2155816.5
2585,2156383.5
2586,2196469.5
2587,2190241.5
2588,2193022.5
2589,2196309.0
2590,2191470.0
2591,2193703.5
2592,2188143.0
2593,2181357.0
2594,2173854.0
2595,2166957.0
2596,2163010.5
2597,2163189.0
2598,2160898.5
2599,2160558.0
2600,2182609.5
2601,2180401.5
2602,2188674.0
2603,2180278.5
2604,2173177.5
2605,2175067.5
2606,2179015.5
2607,2197245.0
2608,2198602.5
2609,2212192.5
2610,2205183.0
2611,2211204.0
2612,2216544.0
2613,2210118.0
2614,2204872.5
2615,2208028.5
2616,2208105.0
2617,2201193.0
2618,2191350.0
2619,2207608.5
2620,2195932.5
2621,2189032.5
2622,2187682.5
2623,2186296.5
2624,2187928.5
2625,2184031.5
2626,2179402.5
2627,2173194.0
2628,2188321.5
2629,2199808.5
2630,2196307.5
2631,2189334.0
2632,2191617.0
2633,2185255.5
2634,2181478.5
2635,2196247.5
2636,2209366.5
2637,2211508.5
2638,2212123.5
2639,2207311.5
2640,2232736.5
2641,2228368.5
2642,2235745.5
2643,2228679.0
2644,2227213.5
2645,2220196.5
2646,2214358.5
2647,2249736.0
2648,2241210.0
2649,2230507.5
2650,2222184.0
2651,2223387.0
2652,2224359.0
2653,2219307.0
2654,2210884.5
2655,2213754.0
2656,2213005.5
2657,2211972.0
2658,2214985.5
2659,2232160.5
2660,2237751.0
2661,2234098.5
2662,2232207.0
2663,2226514.5
2664,2209681.5
2665,2203669.5
2666,2214495.0
2667,2208183.0
2668,2198043.0
2669,2193886.5
2670,2191035.0
2671,2192904.0
2672,2196237.0
2673,2209974.0
2674,2205510.0
2675,2204548.5
2676,2198565.0
2677,2232624.0
2678,2235747.0
2679,2233419.0
2680,2241526.5
2681,2236399.5
2682,2229391.5
2683,2224990.5
2684,2237704.5
2685,2237596.5
2686,2240623.5
2687,2234899.5
2688,2232552.0
2689,2230711.5
2690,2232340.5
2691,2229721.5
2692,2240524.5
2693,2257014.0
2694,2254483.5
2695,2260210.5
2696,2265454.5
2697,2260912.5
2698,2263017.0
2699,2260626.0
2700,2276050.5
2701,2273535.0
2702,2282119.5
2703,2257464.0
2704,2294154.0
2705,2283570.0
2706,2275317.0
2707,2277519.0
2708,2278867.5
2709,2271816.0
2710,2276017.5
2711,2280721.5
2712,2299521.0
2713,2293980.0
2714,2292439.5
2715,2290539.0
2716,2288025.0
2717,2280978.0
2718,2274052.5
2719,2285887.5
2720,2294640.0
2721,2293149.0
2722,2300308.5
2723,2296353.0
2724,2301225.0
2725,2301390.0
2726,2297757.0
2727,2308177.5
2728,2316145.5
2729,2315641.5
2730,2310367.5
2731,2316747.0
2732,2314761.0
2733,2322301.5
2734,2318605.5
2735,2309811.0
2736,2310744.0
2737,2301297.0
2738,2306190.0
2739,2366790.0
2740,2357311.5
2741,2348395.5
2742,2344387.5
2743,2343007.5
2744,2335714.5
2745,2325988.5
2746,2324623.5
2747,2347113.0
2748,2332189.5
2749,2322166.5
2750,2308338.0
2751,2303173.5
2752,2316988.5
2753,2305179.0
2754,2293446.0
2755,2285694.0
2756,2291403.0
2757,2274778.5
2758,2281335.0
2759,2301307.5
2760,2296200.0
2761,2288460.0
2762,2279904.0
2763,2288400.0
2764,2289771.0
2765,2297098.5
2766,2295100.5
2767,2287564.5
2768,2278572.0
2769,2268451.5
2770,2277166.5
2771,2260819.5
2772,2265517.5
2773,2256243.0
2774,2252082.0
2775,2245233.0
2776,2247238.5
2777,2239545.0
2778,2237752.5
2779,2244669.0
2780,2246895.0
2781,2249824.5
2782,2243533.5
2783,2240466.0
2784,2232871.5
2785,2240503.5
2786,2273067.0
2787,2264994.0
2788,2277247.5
2789,2288796.0
2790,2279859.0
2791,2282616.0
2792,2275366.5
2793,2282706.0
2794,2274580.5
2795,2267682.0
2796,2261922.0
2797,2260299.0
2798,2251575.0
2799,2248464.0
2800,2247172.5
2801,2231638.5
2802,2227425.0
2803,2220078.0
2804,2215096.5
2805,2214303.0
2806,2229340.5
2807,2218075.5
2808,2212954.5
2809,2206086.0
2810,2196625.5
2811,2188485.0
2812,2215134.0
2813,2208609.0
2814,2210250.0
2815,2209009.5
2816,2208597.0
2817,2245000.5
2818,2237461.5
2819,2241799.5
2820,2263114.5
2821,2256444.0
2822,2250832.5
2823,2240203.5
2824,2239813.5
2825,2236317.0
2826,2267605.5
2827,2264787.0
2828,2253802.5
2829,2257384.5
2830,2251125.0
2831,2270008.5
2832,2258704.5
2833,2259988.5
2834,2247747.0
2835,2250912.0
2836,2247657.0
2837,2232931.5
2838,2233587.0
2839,2226991.5
2840,2218788.0
2841,2212888.5
2842,2199244.5
2843,2188209.0
2844,2197533.0
2845,2191876.5
2846,2187339.0
2847,2195514.0
2848,2243941.5
2849,2264976.0
2850,2265243.0
2851,2257825.5
2852,2245717.5
2853,2235288.0
2854,2232217.5
2855,2178544.5
2856,2167225.5
2857,2233881.0
2858,2268735.0
2859,2255823.0
2860,2261031.0
2861,2254861.5
2862,2251897.5
2863,2245678.5
2864,2235021.0
2865,2228101.5
2866,2250721.5
2867,2231919.0
2868,2232519.0
2869,2219700.0
2870,2211930.0
2871,2211079.5
2872,2202888.0
2873,2192841.0
2874,2224551.0
2875,2210569.5
2876,2197354.5
2877,2200246.5
2878,2195430.0
2879,2191305.0
2880,2201916.0
2881,2195826.0
2882,2181868.5
2883,2181028.5
2884,2171013.0
2885,2164089.0
2886,2153250.0
2887,2153910.0
2888,2145418.5
2889,2141769.0
2890,2151055.5
2891,2146272.0
2892,2140279.5
2893,2132908.5
2894,2123479.5
2895,2114934.0
2896,2110722.0
2897,2112870.0
2898,2106774.0
2899,2126344.5
2900,2103991.5
2901,2097541.5
2902,2123751.0
2903,2121462.0
2904,2109846.0
2905,2107317.0
2906,2106174.0
2907,2105691.0
2908,2098560.0
2909,2134750.5
2910,2133072.0
2911,2129391.0
2912,2118519.0
2913,2101669.5
2914,2096322.0
2915,2086672.5
2916,2088024.0
2917,2100184.5
2918,2090724.0
2919,2080041.0
2920,2084232.0
2921,2079897.0
2922,2088418.5
2923,2093032.5
2924,2101098.0
2925,2095209.0
2926,2095747.5
2927,2092462.5
2928,2089615.5
2929,2086132.5
2930,2079487.5
2931,2068098.0
2932,2064957.0
2933,2059534.5
2934,2053383.0
2935,2046793.5
2936,2042556.0
2937,2036494.5
2938,2027070.0
2939,2041522.5
2940,2035978.5
2941,2026816.5
2942,2032812.0
2943,2024904.0
2944,2018590.5
2945,2016129.0
2946,2043472.5
2947,2037177.0
2948,2047021.5
2949,2031870.0
2950,2036658.0
2951,2028193.5
2952,2039028.0
2953,2034655.5
2954,2036665.5
2955,2066149.5
2956,2055516.0
2957,2081230.5
2958,2076463.5
2959,2106448.5
2960,2093278.5
2961,2061580.5
2962,2049511.5
2963,2041756.5
2964,2044069.5
2965,2045211.0
2966,2056747.5
2967,2049208.5
2968,2042404.5
2969,2050587.0
2970,2068960.5
2971,2067832.5
2972,2056236.0
2973,2066560.5
2974,2063269.5
2975,2082634.5
2976,2098087.5
2977,2087662.5
2978,2103792.0
2979,2105727.0
2980,2094111.0
2981,2096076.0
2982,2093487.0
2983,2099641.5
2984,2093616.0
2985,2074909.5
2986,2091663.0
2987,2096791.5
2988,2085547.5
2989,2081799.0
2990,2073865.5
2991,2067861.0
2992,2070442.5
2993,2061544.5
2994,2041995.0
2995,2071380.0
2996,2057214.0
2997,2046357.0
2998,2058726.0
2999,2070376.5
3000,2118919.5
3001,2114317.5
3002,2109144.0
3003,2101723.5
3004,2107191.0
3005,2119066.5
3006,2112451.5
3007,2107660.5
3008,2136699.0
3009,2128090.5
3010,2124967.5
3011,2118246.0
3012,2121895.5
3013,2111781.0
3014,2099281.5
3015,2089683.0
3016,2082457.5
3017,2079568.5
3018,2073825.0
3019,2067801.0
3020,2062161.0
3021,2082457.5
3022,2104384.5
3023,2155458.0
3024,2142045.0
3025,2147391.0
3026,2148648.0
3027,2133255.0
3028,2120838.0
3029,2115967.5
3030,2113345.5
3031,2110533.0
3032,2112205.5
3033,2130384.0
3034,2135901.0
3035,2130681.0
3036,2134485.0
3037,2167827.0
3038,2166843.0
3039,2183143.5
3040,2181261.0
3041,2183232.0
3042,2176902.0
3043,2176944.0
3044,2163763.5
3045,2175874.5
3046,2175450.0
3047,2168382.0
3048,2167228.5
3049,2158320.0
3050,2150275.5
3051,2133945.0
3052,2132320.5
3053,2126706.0
3054,2112352.5
3055,2117203.5
3056,2134131.0
3057,2139390.0
3058,2124700.5
3059,2132511.0
3060,2135113.5
3061,2125383.0
3062,2118021.0
3063,2116812.0
3064,2127451.5
3065,2120854.5
3066,2120805.0
3067,2114955.0
3068,2114640.0
3069,2107140.0
3070,2102427.0
3071,2095813.5
3072,2075556.0
3073,2058337.5
3074,2081568.0
3075,2079703.5
3076,2073840.0
3077,2074465.5
3078,2066838.0
3079,2063962.5
3080,2055273.0
3081,2067604.5
3082,2065498.5
3083,2053519.5
3084,2048337.0
3085,2061571.5
3086,2053098.0
3087,2045482.5
3088,2046562.5
3089,2043376.5
3090,2047501.5
3091,2038579.5
3092,2029000.5
3093,2025195.0
3094,2020405.5
3095,2038069.5
3096,2041876.5
3097,2048421.0
3098,2040063.0
3099,2035062.0
3100,2024424.0
3101,2022043.5
3102,2030079.0
3103,2023173.0
3104,2016678.0
3105,2013190.5
3106,2008047.0
3107,2017426.5
3108,2012628.0
3109,2007472.5
3110,2007760.5
3111,2001408.0
3112,2019379.5
3113,2012001.0
3114,2045782.5
3115,2037264.0
3116,2071869.0
3117,2068660.5
3118,2057466.0
3119,2059485.0
3120,2062135.5
3121,2056708.5
3122,2048937.0
3123,2059636.5
3124,2062395.0
3125,2053698.0
3126,2054145.0
3127,2104834.5
3128,2113833.0
3129,2094916.5
3130,2085159.0
3131,2069650.5
3132,2073900.0
3133,2042574.0
3134,2149221.0
3135,2142217.5
3136,2131291.5
3137,2132661.0
3138,2126665.5
3139,2145972.0
3140,2173857.0
3141,2177749.5
3142,2171358.0
3143,2174955.0
3144,2167164.0
3145,2175624.0
3146,2179593.0
3147,2172034.5
3148,2178804.0
3149,2186794.5
3150,2178672.0
3151,2170209.0
3152,2186743.5
3153,2196505.5
3154,2194735.5
3155,2193508.5
3156,2184820.5
3157,2183841.0
3158,2204295.0
3159,2208796.5
3160,2206041.0
3161,2194914.0
3162,2186458.5
3163,2184307.5
3164,2183235.0
3165,2176800.0
3166,2172799.5
3167,2162721.0
3168,2159787.0
3169,2157846.0
3170,2155495.5
3171,2144218.5
3172,2165176.5
3173,2166795.0
3174,2162475.0
3175,2161630.5
3176,2152332.0
3177,2172168.0
3178,2166975.0
3179,2162137.5
3180,2167785.0
3181,2168323.5
3182,2163412.5
3183,2157349.5
3184,2152116.0
3185,2148466.5
3186,2152806.0
3187,2147122.5
3188,2160666.0
3189,2157289.5
3190,2176444.5
3191,2174145.0
3192,2173198.5
3193,2182117.5
3194,2177448.0
3195,2179639.5
3196,2180757.0
3197,2173785.0
3198,2173227.0
3199,2167498.5
3200,2162536.5
3201,2170452.0
3202,2163846.0
3203,2157723.0
3204,2161320.0
3205,2156331.0
3206,2153905.5
3207,2171869.5
3208,2185110.0
3209,2183277.0
3210,2186520.0
3211,2185444.5
3212,2179005.0
3213,2199382.5
3214,2188969.5
3215,2187034.5
3216,2192380.5
3217,2211652.5
3218,2208939.0
3219,2213458.5
3220,2216248.5
3221,2218851.0
3222,2222134.5
3223,2224317.0
3224,2238540.0
3225,2234986.5
3226,2233699.5
3227,2234037.0
3228,2233723.5
3229,2247717.0
3230,2231269.5
3231,2244505.5
3232,2235324.0
3233,2233281.0
3234,2225848.5
3235,2224029.0
3236,2226034.5
3237,2229058.5
3238,2235895.5
3239,2240619.0
3240,2250520.5
3241,2243860.5
3242,2242923.0
3243,2235811.5
3244,2241459.0
3245,2235856.5
3246,2250513.0
3247,2244177.0
3248,2237830.5
3249,2237829.0
3250,2234883.0
3251,2235162.0
3252,2234526.0
3253,2238985.5
3254,2233515.0
3255,2248842.0
3256,2244319.5
3257,2242011.0
3258,2294881.5
3259,2299042.5
3260,2293561.5
3261,2286925.5
3262,2297449.5
3263,2291917.5
3264,2286480.0
3265,2286372.0
3266,2317224.0
3267,2299947.0
3268,2296566.0
3269,2289936.0
3270,2294596.5
3271,2310237.0
3272,2313526.5
3273,2306769.0
3274,2298391.5
3275,2293884.0
3276,2296867.5
3277,2294340.0
3278,2283582.0
3279,2280981.0
3280,2280316.5
3281,2291370.0
3282,2300821.5
3283,2302071.0
3284,2315803.5
3285,2312419.5
3286,2312587.5
3287,2312113.5
3288,2325798.0
3289,2322556.5
3290,2327572.5
3291,2330245.5
3292,2325372.0
3293,2321221.5
3294,2322390.0
3295,2324991.0
3296,2321242.5
3297,2316024.0
3298,2333445.0
3299,2328118.5
3300,2328151.5
3301,2348445.0
3302,2352343.5
3303,2351676.0
3304,2359620.0
3305,2370238.5
3306,2368678.5
3307,2370964.5
3308,2376399.0
3309,2372334.0
3310,2368867.5
3311,2375325.0
3312,2372371.5
3313,2368914.0
3314,2372499.0
3315,2380174.5
3316,2374639.5
3317,2367321.0
3318,2383665.0
3319,2373727.5
3320,2379753.0
3321,2379610.5
3322,2375446.5
3323,2375314.5
3324,2371887.0
3325,2390283.0
3326,2397232.5
3327,2393623.5
3328,2390908.5
3329,2383009.5
3330,2387022.0
3331,2385519.0
3332,2378433.0
3333,2401908.0
3334,2396590.5
3335,2379535.5
3336,2370594.0
3337,2363067.0
3338,2352820.5
3339,2357932.5
3340,2375395.5
3341,2369827.5
3342,2375878.5
3343,2373720.0
3344,2364324.0
3345,2398698.0
3346,2452842.0
3347,2454133.5
3348,2445661.5
3349,2441043.0
3350,2460774.0
3351,2457970.5
3352,2454531.0
3353,2462382.0
3354,2472652.5
3355,2464686.0
3356,2477257.5
3357,2489373.0
3358,2491227.0
3359,2482942.5
3360,2475846.0
3361,2469438.0
3362,2463183.0
3363,2459148.0
3364,2452752.0
3365,2449207.5
3366,2443440.0
3367,2437041.0
3368,2430879.0
3369,2468916.0
3370,2444974.5
3371,2448897.0
3372,2446875.0
3373,2433666.0
3374,2422870.5
3375,2419081.5
3376,2408758.5
3377,2486205.0
3378,2508709.5
