Trade,Drawdown
630,-2327.0
631,-3893.5
632,-4748.25
633,-9210.5
634,-14667.25
635,-10260.25
636,-6425.25
637,-6054.75
638,-6987.5
639,-8931.0
640,-11342.5
641,-14300.0
642,-10991.5
643,-13065.0
644,-12990.25
645,-13130.0
646,-7059.0
647,-9363.25
648,-10923.25
649,-10260.25
650,-6097.0
651,0.0
652,-35.75
653,0.0
654,0.0
655,-182.0
656,-2437.5
657,-3230.5
658,-4988.75
659,-6909.5
660,-8615.75
661,-10253.75
662,-13230.75
663,-11836.5
664,-14235.0
665,-15486.25
666,-14368.25
667,-15756.0
668,-18843.5
669,-11973.0
670,-15070.25
671,-17569.5
672,-18125.25
673,-17823.0
674,-17491.5
675,-15834.0
676,-15687.75
677,-16159.0
678,-17455.75
679,-18921.5
680,-16766.75
681,-17416.75
682,-18128.5
683,-1092.0
684,-1667.25
685,-3230.5
686,-1192.75
687,-3948.75
688,-7520.5
689,-789.75
690,-2132.0
691,0.0
692,0.0
693,-1270.75
694,-2024.75
695,-1199.25
696,-2954.25
697,-4881.5
698,-6357.0
699,-7348.25
700,-5164.25
701,-126.75
702,-1010.75
703,0.0
704,-1348.75
705,0.0
706,-1703.0
707,-2746.25
708,-988.0
709,0.0
710,0.0
711,0.0
712,-1374.75
713,-2401.75
714,-3074.5
715,-4540.25
716,-4293.25
717,-4618.25
718,-5534.75
719,0.0
720,-1709.5
721,-3214.25
722,-7133.75
723,-6389.5
724,-7852.0
725,-10205.0
726,-10279.75
727,-11817.0
728,-11667.5
729,-14498.25
730,-14137.5
731,-15665.0
732,-16588.0
733,-12779.0
734,-9031.75
735,-6600.75
736,-7605.0
737,-6844.5
738,-8849.75
739,-8970.0
740,-10156.25
741,-5879.25
742,-6662.5
743,-7715.5
744,-5960.5
745,-5226.0
746,-4774.25
747,-5372.25
748,-4468.75
749,-3835.0
750,0.0
751,0.0
752,-1716.0
753,-1654.25
754,-2135.25
755,0.0
756,-1296.75
757,0.0
758,-825.5
759,-1833.0
760,-110.5
761,0.0
762,-130.0
763,-1092.0
764,-3952.0
765,-5268.25
766,-4368.0
767,-4475.25
768,-5967.0
769,-7475.0
770,-10120.5
771,-5466.5
772,-4117.75
773,-2395.25
774,-4407.0
775,-2525.25
776,-4036.5
777,-6158.75
778,-6620.25
779,-7933.25
780,-8927.75
781,-11966.5
782,-10595.0
783,-11813.75
784,-13900.25
785,-16584.75
786,-16984.5
787,-5859.75
788,-10169.25
789,-12694.5
790,-15366.0
791,-16058.25
792,-15860.0
793,-13097.5
794,-14764.75
795,-17176.25
796,-17849.0
797,-18323.5
798,-18824.0
799,-19626.75
800,-19256.25
801,-19867.25
802,-19701.5
803,-19626.75
804,-18352.75
805,-19581.25
806,-20286.5
807,-21641.75
808,-24232.0
809,-22236.5
810,-20722.0
811,-17771.0
812,-13646.75
813,-17134.0
814,-14530.75
815,-16159.0
816,-18843.5
817,-18213.0
818,-15450.5
819,-9707.75
820,-11209.25
821,-11635.0
822,-13637.0
823,-15102.75
824,-16279.25
825,-17413.5
826,-18934.5
827,-16315.0
828,-15785.25
829,-6893.25
830,-7263.75
831,-3490.5
832,-3763.5
833,-5057.0
834,-5440.5
835,-7559.5
836,-9577.75
837,-9184.5
838,-10546.25
839,-10747.75
840,-11228.75
841,-11316.5
842,-11589.5
843,-7566.0
844,-9499.75
845,-11521.25
846,-12457.25
847,-11284.0
848,-13045.5
849,-8544.25
850,-2184.0
851,0.0
852,-2174.25
853,-2684.5
854,0.0
855,0.0
856,-1407.25
857,-4254.25
858,0.0
859,-2993.25
860,0.0
861,-8167.25
862,-10702.25
863,-9512.75
864,-12268.75
865,-7046.0
866,-8859.5
867,-11596.0
868,-7978.75
869,-8404.5
870,-6938.75
871,-9438.0
872,-11469.25
873,-11908.0
874,-14036.75
875,-9197.5
876,-6857.5
877,-5664.75
878,-5999.5
879,-1374.75
880,0.0
881,-19.5
882,-890.5
883,-3133.0
884,-4819.75
885,-5076.5
886,-6643.0
887,-8297.25
888,-9993.75
889,-6191.25
890,-8300.5
891,-3864.25
892,-4325.75
893,-5921.5
894,-6561.75
895,-7939.75
896,-7702.5
897,-2486.25
898,-2986.75
899,-4192.5
900,-5144.75
901,-6308.25
902,-5096.0
903,-9126.0
904,0.0
905,-1995.5
906,-3155.75
907,-3259.75
908,0.0
909,-2580.5
910,-4517.5
911,0.0
912,-2522.0
913,-4088.5
914,-6483.75
915,-4813.25
916,-7806.5
917,-10445.5
918,-12467.0
919,-10728.25
920,-13565.5
921,-15148.25
922,-17351.75
923,-17741.75
924,-19786.0
925,-19678.75
926,-18518.5
927,-19223.75
928,-20517.25
929,-12190.75
930,-16630.25
931,-19896.5
932,-22535.5
933,-22236.5
934,-23517.0
935,-26052.0
936,-26074.75
937,-26006.5
938,-25051.0
939,-28284.75
940,-29711.5
941,-27241.5
942,-32431.75
943,-32971.25
944,-35691.5
945,-36611.25
946,-39949.0
947,-42012.75
948,-44382.0
949,-44856.5
950,-45386.25
951,-46891.0
952,-50612.25
953,-48444.5
954,-49884.25
955,-52299.0
956,-55302.0
957,-56686.5
958,-58220.5
959,-58064.5
960,-59020.0
961,-61919.0
962,-56992.0
963,-60011.25
964,-60271.25
965,-62608.0
966,-64545.0
967,-65780.0
968,-67635.75
969,-70421.0
970,-66166.75
971,-68055.0
972,-66095.25
973,-56533.75
974,-57011.5
975,-55159.0
976,-57005.0
977,-59699.25
978,-62068.5
979,-62812.75
980,-63277.5
981,-62874.5
982,-63319.75
983,-62679.5
984,-64434.5
985,-66069.25
986,-60313.5
987,-61132.5
988,-50407.5
989,-51980.5
990,-52149.5
991,-42519.75
992,-44554.25
993,-43511.0
994,-45594.25
995,-47017.75
996,-46098.0
997,-48200.75
998,-44655.0
999,-35464.0
1000,-32760.0
1001,-27212.25
1002,-30784.0
1003,-29945.5
1004,-30836.0
1005,-30338.75
1006,-32311.5
1007,-33579.0
1008,-35470.5
1009,-34489.0
1010,-33874.75
1011,-36569.0
1012,-39055.25
1013,-38681.5
1014,-39594.75
1015,-42298.75
1016,-39760.5
1017,-39000.0
1018,-39819.0
1019,-31632.25
1020,-32994.0
1021,-33445.75
1022,-35457.5
1023,-37261.25
1024,-38236.25
1025,-38181.0
1026,-41518.75
1027,-42867.5
1028,-42006.25
1029,-35896.25
1030,-35148.75
1031,-28346.5
1032,-29406.0
1033,-16428.75
1034,-19516.25
1035,-22269.0
1036,-22642.75
1037,-18469.75
1038,-11966.5
1039,-12873.25
1040,-17410.25
1041,-25915.5
1042,0.0
1043,0.0
1044,-3926.0
1045,-1628.25
1046,0.0
1047,0.0
1048,-1293.5
1049,0.0
1050,-2184.0
1051,-6496.75
1052,0.0
1053,0.0
1054,-1898.0
1055,-4498.0
1056,-5008.25
1057,-6223.75
1058,-8814.0
1059,0.0
1060,0.0
1061,-1810.25
1062,-3792.75
1063,-5369.0
1064,0.0
1065,0.0
1066,0.0
1067,-4543.5
1068,-8495.5
1069,-5798.0
1070,-8849.75
1071,-250.25
1072,0.0
1073,-770.25
1074,0.0
1075,-1257.75
1076,-6353.75
1077,-6357.0
1078,-5619.25
1079,-7712.25
1080,0.0
1081,-1608.75
1082,-3565.25
1083,0.0
1084,-1306.5
1085,-2749.5
1086,-4420.0
1087,-7725.25
1088,-11726.0
1089,-10504.0
1090,-12616.5
1091,-11017.5
1092,-11462.75
1093,-8391.5
1094,-11514.75
1095,-9945.0
1096,-12405.25
1097,-13152.75
1098,-14092.0
1099,-8937.5
1100,-9064.25
1101,-6948.5
1102,-7631.0
1103,-5755.75
1104,-5609.5
1105,-6448.0
1106,-7140.25
1107,-4452.5
1108,-4946.5
1109,-5378.75
1110,-6054.75
1111,-7904.0
1112,-8424.0
1113,0.0
1114,-1914.25
1115,-4004.0
1116,-6285.5
1117,-8375.25
1118,-5645.25
1119,-6552.0
1120,-5070.0
1121,-1521.0
1122,-3159.0
1123,-2944.5
1124,-3861.0
1125,-786.5
1126,-1248.0
1127,0.0
1128,0.0
1129,-1358.5
1130,0.0
1131,-2255.5
1132,0.0
1133,-640.25
1134,-4163.25
1135,0.0
1136,-4741.75
1137,-3497.0
1138,-5811.0
1139,-7748.0
1140,-2434.25
1141,-2674.75
1142,-5733.0
1143,-1566.5
1144,-3497.0
1145,-7741.5
1146,-4592.25
1147,-8170.5
1148,-10487.75
1149,-8209.5
1150,-11417.25
1151,-4920.5
1152,-1823.25
1153,0.0
1154,0.0
1155,-279.5
1156,-3445.0
1157,-4114.5
1158,-373.75
1159,-338.0
1160,-276.25
1161,-546.0
1162,0.0
1163,0.0
1164,-793.0
1165,-2661.75
1166,-2827.5
1167,-175.5
1168,0.0
1169,-767.0
1170,-2145.0
1171,-4273.75
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,-2073.5
1177,-4143.75
1178,-6054.75
1179,-5967.0
1180,-7933.25
1181,-9902.75
1182,-13484.25
1183,-6818.5
1184,-12106.25
1185,-10978.5
1186,-12151.75
1187,-15457.0
1188,-14322.75
1189,-13227.5
1190,-12974.0
1191,-15993.25
1192,-18476.25
1193,-18547.75
1194,-21908.25
1195,-16857.75
1196,-18492.5
1197,-19636.5
1198,-21918.0
1199,-22607.0
1200,-23858.25
1201,-15814.5
1202,-16831.75
1203,-14660.75
1204,-16315.0
1205,-19737.25
1206,-19617.0
1207,-15177.5
1208,-16786.25
1209,-18424.25
1210,-21388.25
1211,-21544.25
1212,-23286.25
1213,-23198.5
1214,-23822.5
1215,-25996.75
1216,-23214.75
1217,-24066.25
1218,-26016.25
1219,-26195.0
1220,-28925.0
1221,-30696.25
1222,-32617.0
1223,-24540.75
1224,-25977.25
1225,-27787.5
1226,-28099.5
1227,-17979.0
1228,-15346.5
1229,-16051.75
1230,-17007.25
1231,-17420.0
1232,-2483.0
1233,-711.75
1234,-2203.5
1235,-2401.75
1236,-6633.25
1237,-6740.5
1238,0.0
1239,0.0
1240,0.0
1241,-3084.25
1242,-1319.5
1243,-3009.5
1244,0.0
1245,-7751.25
1246,-4098.25
1247,-5469.75
1248,-9327.5
1249,-10283.0
1250,-14049.75
1251,-17894.5
1252,-18612.75
1253,-22798.75
1254,-19428.5
1255,-17537.0
1256,-20848.75
1257,-24830.0
1258,-7871.5
1259,-14771.25
1260,-2226.25
1261,-7293.0
1262,-11540.75
1263,-14625.0
1264,-21134.75
1265,-36377.25
1266,-43296.5
1267,-46481.5
1268,-56949.75
1269,-53355.25
1270,-55649.75
1271,-56605.25
1272,-62728.25
1273,-62517.0
1274,-64538.5
1275,-63911.25
1276,-45454.5
1277,-45828.25
1278,-36647.0
1279,-36767.25
1280,-40423.5
1281,-44057.0
1282,-46783.75
1283,-50501.75
1284,-50277.5
1285,-55318.25
1286,-57892.25
1287,-61116.25
1288,-62988.25
1289,-55100.5
1290,-55737.5
1291,-33816.25
1292,-31551.0
1293,-30420.0
1294,-34001.5
1295,-36539.75
1296,-41268.5
1297,-44401.5
1298,-39669.5
1299,-34622.25
1300,-36117.25
1301,-36406.5
1302,-39919.75
1303,-40491.75
1304,-42740.75
1305,-39637.0
1306,-31635.5
1307,-32448.0
1308,-28756.0
1309,-16623.75
1310,-20510.75
1311,-15037.75
1312,-16165.5
1313,-16708.25
1314,-17358.25
1315,-19701.5
1316,-21160.75
1317,-25743.25
1318,-18479.5
1319,-20735.0
1320,-20150.0
1321,-22594.0
1322,-26620.75
1323,-34557.25
1324,-28288.0
1325,-7003.75
1326,-12870.0
1327,-14901.25
1328,-15895.75
1329,-11927.5
1330,-13039.0
1331,-13828.75
1332,-3159.0
1333,-7328.75
1334,-1170.0
1335,0.0
1336,-4189.25
1337,-2483.0
1338,-6019.0
1339,-9610.25
1340,-9161.75
1341,-8355.75
1342,0.0
1343,-4504.5
1344,-7718.75
1345,-9720.75
1346,-18856.5
1347,-20462.0
1348,-21489.0
1349,-20150.0
1350,-21089.25
1351,-22529.0
1352,-20484.75
1353,-22395.75
1354,-20891.0
1355,-11147.5
1356,-13744.25
1357,-15447.25
1358,-17186.0
1359,-19194.5
1360,-19633.25
1361,-21141.25
1362,-23071.75
1363,-19932.25
1364,-17306.25
1365,-17069.0
1366,-13435.5
1367,-11540.75
1368,0.0
1369,-2174.25
1370,-5135.0
1371,-8674.25
1372,-14127.75
1373,-2080.0
1374,-650.0
1375,0.0
1376,-2281.5
1377,-5320.25
1378,-2158.0
1379,-5768.75
1380,-2905.5
1381,-5258.5
1382,-5924.75
1383,-8992.75
1384,-5300.75
1385,-9265.75
1386,-6477.25
1387,-7049.25
1388,-7692.75
1389,-7432.75
1390,-7143.5
1391,-8976.5
1392,-13377.0
1393,-9925.5
1394,-13484.25
1395,-14105.0
1396,-14202.5
1397,-12558.0
1398,-15960.75
1399,-15967.25
1400,-11501.75
1401,-13640.25
1402,-17501.25
1403,-18138.25
1404,-20943.0
1405,-11820.25
1406,-14121.25
1407,-15765.75
1408,-17429.75
1409,-18063.5
1410,-21560.5
1411,-6860.75
1412,-8313.5
1413,-2600.0
1414,-6617.0
1415,-10149.75
1416,-11440.0
1417,-8658.0
1418,-11852.75
1419,-15863.25
1420,-6604.0
1421,0.0
1422,0.0
1423,0.0
1424,-523.25
1425,-2661.75
1426,-5690.75
1427,-6864.0
1428,-3568.5
1429,-6383.0
1430,-8628.75
1431,-8742.5
1432,-6262.75
1433,-4257.5
1434,-1888.25
1435,-3025.75
1436,-5294.25
1437,0.0
1438,-2242.5
1439,-5001.75
1440,-5278.0
1441,-7241.0
1442,0.0
1443,-2850.25
1444,-5720.0
1445,0.0
1446,0.0
1447,-1010.75
1448,-1413.75
1449,-585.0
1450,-3243.5
1451,-6464.25
1452,-9587.5
1453,-11895.0
1454,-5928.0
1455,-8118.5
1456,0.0
1457,-4026.75
1458,0.0
1459,-2050.75
1460,-5011.5
1461,-9376.25
1462,-2762.5
1463,0.0
1464,-4091.75
1465,-7081.75
1466,-9285.25
1467,-15986.75
1468,-18291.0
1469,0.0
1470,0.0
1471,-2596.75
1472,-15210.0
1473,-14225.25
1474,-3477.5
1475,0.0
1476,-945.75
1477,-4098.25
1478,-5297.5
1479,-3298.75
1480,-8014.5
1481,-9441.25
1482,-8622.25
1483,-3568.5
1484,-4943.25
1485,-8404.5
1486,0.0
1487,-4124.25
1488,-7995.0
1489,-6451.25
1490,-8726.25
1491,-6997.25
1492,-3643.25
1493,-5544.5
1494,-4072.25
1495,-2957.5
1496,0.0
1497,-1332.5
1498,-6539.0
1499,-8284.25
1500,-5430.75
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,-744.25
1507,0.0
1508,-2489.5
1509,-3620.5
1510,0.0
1511,-861.25
1512,-1462.5
1513,0.0
1514,-2905.5
1515,-3662.75
1516,-4091.75
1517,0.0
1518,0.0
1519,-3510.0
1520,0.0
1521,-1088.75
1522,0.0
1523,0.0
1524,-1683.5
1525,-5515.25
1526,-7754.5
1527,-9483.5
1528,-7081.75
1529,-7601.75
1530,0.0
1531,-438.75
1532,0.0
1533,-4306.25
1534,-7059.0
1535,-12171.25
1536,-12460.5
1537,-7423.0
1538,-4579.25
1539,0.0
1540,0.0
1541,0.0
1542,-903.5
1543,0.0
1544,0.0
1545,-2395.25
1546,0.0
1547,-3269.5
1548,0.0
1549,0.0
1550,-5122.0
1551,0.0
1552,0.0
1553,-5063.5
1554,-5284.5
1555,-7371.0
1556,-11472.5
1557,-16204.5
1558,-17748.25
1559,-20133.75
1560,-13022.75
1561,-10855.0
1562,-13698.75
1563,-13373.75
1564,-19035.25
1565,-19795.75
1566,-23396.75
1567,-23897.25
1568,-27170.0
1569,-29695.25
1570,-28171.0
1571,-28193.75
1572,-19106.75
1573,-23367.5
1574,-18642.0
1575,0.0
1576,-21482.5
1577,-20507.5
1578,-21661.25
1579,-27680.25
1580,-25811.5
1581,-24537.5
1582,-28372.5
1583,-31590.0
1584,-27836.25
1585,-29233.75
1586,-34463.0
1587,-40413.75
1588,-36845.25
1589,-41323.75
1590,-35863.75
1591,-39698.75
1592,-40066.0
1593,-34258.25
1594,-36533.25
1595,-38961.0
1596,-43647.5
1597,-41726.75
1598,-43738.5
1599,-41915.25
1600,-45217.25
1601,-34437.0
1602,-37982.75
1603,-42347.5
1604,-42848.0
1605,-44781.75
1606,-48646.0
1607,-53160.25
1608,-54206.75
1609,-59595.25
1610,-61649.25
1611,-44219.5
1612,-48571.25
1613,-49071.75
1614,-50495.25
1615,-48649.25
1616,-50102.0
1617,-53287.0
1618,-53332.5
1619,-55175.25
1620,-57388.5
1621,-55022.5
1622,-58425.25
1623,-60294.0
1624,-61512.75
1625,-62205.0
1626,-57798.0
1627,-59910.5
1628,-59117.5
1629,-62227.75
1630,-64733.5
1631,-61317.75
1632,-62679.5
1633,-66712.75
1634,-69091.75
1635,-69163.25
1636,-71951.75
1637,-68224.0
1638,-68042.0
1639,-70222.75
1640,-68783.0
1641,-60918.0
1642,-62692.5
1643,-61984.0
1644,-64301.25
1645,-66098.5
1646,-62302.5
1647,-64337.0
1648,-67060.5
1649,-69377.75
1650,-67096.25
1651,-69728.75
1652,-73141.25
1653,-75842.0
1654,-77743.25
1655,-76865.75
1656,-73372.0
1657,-74880.0
1658,-72371.0
1659,-74434.75
1660,-75946.0
1661,-64194.0
1662,-66231.75
1663,-68974.75
1664,-71493.5
1665,-65149.5
1666,-67977.0
1667,-66703.0
1668,-66829.75
1669,-68454.75
1670,-64372.75
1671,-62205.0
1672,-64363.0
1673,-63810.5
1674,-64587.25
1675,-66842.75
1676,-67583.75
1677,-70356.0
1678,-71620.25
1679,-69923.75
1680,-69452.5
1681,-75279.75
1682,-74080.5
1683,-77899.25
1684,-77964.25
1685,-86346.0
1686,-90688.0
1687,-72939.75
1688,-76326.25
1689,-77418.25
1690,-78835.25
1691,-79556.75
1692,-79020.5
1693,-77353.25
1694,-78406.25
1695,-79582.75
1696,-83603.0
1697,-87798.75
1698,-79729.0
1699,-84509.75
1700,-84854.25
1701,-82426.5
1702,-80827.5
1703,-84324.5
1704,-85546.5
1705,-86287.5
1706,-90093.25
1707,-94734.25
