Trade,Drawdown
1708,-92137.5
1709,-95546.75
1710,-95881.5
1711,-98211.75
1712,-100470.5
1713,-105878.5
1714,-94100.5
1715,-78458.25
1716,-82358.25
1717,-77678.25
1718,-77629.5
1719,-80772.25
1720,-79004.25
1721,-73908.25
1722,-78009.75
1723,-77545.0
1724,-76128.0
1725,-75442.25
1726,-74093.5
1727,-79868.75
1728,-72189.0
1729,-61041.5
1730,-37095.5
1731,-39035.75
1732,-31720.0
1733,-48418.5
1734,-48720.75
1735,-50186.5
1736,-47547.5
1737,-52828.75
1738,-52234.0
1739,-44603.0
1740,-22486.75
1741,-42659.5
1742,-30907.5
1743,-33787.0
1744,0.0
1745,0.0
1746,0.0
1747,-9893.0
1748,0.0
1749,-9259.25
1750,-29256.5
1751,-23725.0
1752,0.0
1753,-22399.0
1754,-34329.75
1755,-38967.5
1756,-56621.5
1757,-25096.5
1758,-38948.0
1759,-39315.25
1760,-42077.75
1761,-63579.75
1762,-64844.0
1763,-60732.75
1764,-40855.75
1765,-47173.75
1766,-67148.25
1767,-48607.0
1768,-61223.5
1769,-66553.5
1770,-76787.75
1771,-73141.25
1772,-76306.75
1773,-84428.5
1774,-98026.5
1775,-99407.75
1776,-90324.0
1777,-83297.5
1778,-90119.25
1779,-88068.5
1780,-72000.5
1781,-54934.75
1782,-60024.25
1783,-69075.5
1784,-73326.5
1785,-77714.0
1786,-85319.0
1787,-86479.25
1788,-92293.5
1789,-99076.25
1790,-103359.75
1791,-91591.5
1792,-106151.5
1793,-101692.5
1794,-105108.25
1795,-133305.25
1796,-133568.5
1797,-141625.25
1798,-145957.5
1799,-151281.0
1800,-148118.75
1801,-149412.25
1802,-156227.5
1803,-160329.0
1804,-167001.25
1805,-171115.75
1806,-158206.75
1807,-150273.5
1808,-142428.0
1809,-144943.5
1810,-136357.0
1811,-137842.25
1812,-139724.0
1813,-129909.0
1814,-127071.75
1815,-127497.5
1816,-130682.5
1817,-108943.25
1818,-113187.75
1819,-90545.0
1820,-92888.25
1821,-80158.0
1822,-77015.25
1823,-64444.25
1824,-65276.25
1825,-67541.5
1826,-61694.75
1827,-65143.0
1828,-48577.75
1829,-44713.5
1830,-40985.75
1831,-33624.5
1832,-34339.5
1833,-37371.75
1834,-42285.75
1835,-18911.75
1836,-22938.5
1837,-16783.0
1838,-19639.75
1839,-24469.25
1840,-15681.25
1841,-15743.0
1842,-14573.0
1843,-12935.0
1844,-15395.25
1845,-1053.0
1846,-9314.5
1847,-5089.5
1848,-4423.25
1849,-3350.75
1850,-3298.75
1851,-3422.25
1852,-3659.5
1853,-575.25
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,-4566.25
1859,0.0
1860,-1459.25
1861,-1443.0
1862,-2967.25
1863,-7874.75
1864,-13276.25
1865,-8131.5
1866,-8762.0
1867,-10936.25
1868,0.0
1869,0.0
1870,-1189.5
1871,-1140.75
1872,-5456.75
1873,-1186.25
1874,-5307.25
1875,-8008.0
1876,-10484.5
1877,-16623.75
1878,-20176.0
1879,-20497.75
1880,-23247.25
1881,-25714.0
1882,-20228.0
1883,-8901.75
1884,-8580.0
1885,-10435.75
1886,-14823.25
1887,-13646.75
1888,-15463.5
1889,-9311.25
1890,-11654.5
1891,-10624.25
1892,-20501.0
1893,-28785.25
1894,-16519.75
1895,-17972.5
1896,-23877.75
1897,-24839.75
1898,-20283.25
1899,-25450.75
1900,-25649.0
1901,-26237.25
1902,-19087.25
1903,-11053.25
1904,-14885.0
1905,-9564.75
1906,-7705.75
1907,-3230.5
1908,-3747.25
1909,-8690.5
1910,0.0
1911,-5707.0
1912,-12415.0
1913,-18200.0
1914,-17098.25
1915,-27316.25
1916,-23049.0
1917,-4277.0
1918,-7800.0
1919,-11349.0
1920,-15518.75
1921,-1222.0
1922,-3178.5
1923,0.0
1924,-1381.25
1925,0.0
1926,-3350.75
1927,-6591.0
1928,-4452.5
1929,-3152.5
1930,0.0
1931,0.0
1932,-5388.5
1933,-7406.75
1934,-3750.5
1935,-7748.0
1936,-16341.0
1937,-21271.25
1938,-15749.5
1939,-14192.75
1940,-7715.5
1941,-12879.75
1942,-17293.25
1943,-21391.5
1944,-20696.0
1945,-25301.25
1946,-31755.75
1947,-20338.5
1948,-23731.5
1949,-4000.75
1950,-17286.75
1951,-9304.75
1952,-15564.25
1953,-15492.75
1954,-19415.5
1955,-20182.5
1956,-23263.5
1957,-16633.5
1958,-20670.0
1959,-20748.0
1960,-24989.25
1961,-28629.25
1962,-25129.0
1963,-31443.75
1964,-37843.0
1965,-24618.75
1966,-12980.5
1967,-7101.25
1968,-10725.0
1969,-6851.0
1970,-7982.0
1971,-6561.75
1972,-11024.0
1973,-10546.25
1974,-12668.5
1975,-7796.75
1976,-13455.0
1977,-13913.25
1978,-15918.5
1979,-11388.0
1980,-10933.0
1981,-7699.25
1982,-7445.75
1983,-9217.0
1984,-13094.25
1985,-15431.0
1986,-14966.25
1987,-7952.75
1988,-11475.75
1989,-7767.5
1990,-8440.25
1991,-11511.5
1992,-16744.0
1993,-22392.5
1994,0.0
1995,0.0
1996,-4293.25
1997,0.0
1998,-3214.25
1999,-6646.25
2000,-9763.0
2001,-8186.75
2002,-12623.0
2003,-13260.0
2004,-17907.5
2005,-24654.5
2006,-30283.5
2007,-29419.0
2008,-32074.25
2009,-34177.0
2010,-38606.75
2011,-39591.5
2012,-40371.5
2013,-39653.25
2014,-44001.75
2015,-22191.0
2016,-22298.25
2017,-29025.75
2018,-36760.75
2019,-39526.5
2020,-27472.25
2021,-31573.75
2022,-38298.0
2023,-27342.25
2024,-31102.5
2025,-26646.75
2026,0.0
2027,-1212.25
2028,-4121.0
2029,-17390.75
2030,-28723.5
2031,0.0
2032,-1163.5
2033,0.0
2034,-12996.75
2035,-10913.5
2036,-8960.25
2037,-4787.25
2038,-14079.0
2039,-10647.0
2040,-7770.75
2041,-10851.75
2042,0.0
2043,-2119.0
2044,-8320.0
2045,-6584.5
2046,0.0
2047,-533.0
2048,-4286.75
2049,-516.75
2050,-5560.75
2051,0.0
2052,-5365.75
2053,-7146.75
2054,-2200.25
2055,-5954.0
2056,-12642.5
2057,-16604.25
2058,-17000.75
2059,-12333.75
2060,-17218.5
2061,-13763.75
2062,0.0
2063,0.0
2064,0.0
2065,-4361.5
2066,-2645.5
2067,-8732.75
2068,0.0
2069,0.0
2070,-3451.5
2071,-2018.25
2072,-11001.25
2073,-19870.5
2074,0.0
2075,-3435.25
2076,-12762.75
2077,0.0
2078,-4975.75
2079,-7904.0
2080,-12073.75
2081,-15200.25
2082,-6597.5
2083,-3805.75
2084,-7676.5
2085,-2304.25
2086,-9756.5
2087,-12366.25
2088,-17208.75
2089,-22428.25
2090,0.0
2091,-4036.5
2092,-11407.5
2093,-10855.0
2094,-12935.0
2095,-2999.75
2096,0.0
2097,0.0
2098,0.0
2099,0.0
2100,-5642.0
2101,-5356.0
2102,-10159.5
2103,0.0
2104,-1004.25
2105,-4946.5
2106,0.0
2107,0.0
2108,0.0
2109,0.0
2110,-4634.5
2111,-6594.25
2112,-1449.5
2113,-4764.5
2114,-2886.0
2115,0.0
2116,0.0
2117,0.0
2118,-4400.5
2119,-7744.75
2120,-12759.5
2121,-16324.75
2122,-18144.75
2123,-14166.75
2124,-18573.75
2125,-17036.5
2126,-21560.5
2127,-14745.25
2128,-17667.0
2129,-21794.5
2130,-19201.0
2131,-11979.5
2132,-15193.75
2133,-15190.5
2134,-17689.75
2135,-17494.75
2136,-20143.5
2137,-20884.5
2138,-18057.0
2139,-14322.75
2140,-13510.25
2141,-5934.5
2142,-3035.5
2143,-5983.25
2144,-3705.0
2145,-9252.75
2146,-7891.0
2147,-13503.75
2148,-22051.25
2149,-11878.75
2150,-7322.25
2151,-2996.5
2152,-1605.5
2153,-3029.0
2154,0.0
2155,0.0
2156,0.0
2157,-991.25
2158,0.0
2159,-3799.25
2160,-7338.5
2161,-6090.5
2162,-9204.0
2163,-3363.75
2164,-4504.5
2165,-13611.0
2166,-3669.25
2167,0.0
2168,-2249.0
2169,-4813.25
2170,-10770.5
2171,-12554.75
2172,-14995.5
2173,-18382.0
2174,-20910.5
2175,-23325.25
2176,-10205.0
2177,-9243.0
2178,-13763.75
2179,-8453.25
2180,-12593.75
2181,-13507.0
2182,-15908.75
2183,0.0
2184,-4273.75
2185,-8599.5
2186,-13412.75
2187,-13802.75
2188,-14599.0
2189,-17397.25
2190,-17420.0
2191,-15034.5
2192,-17078.75
2193,-23052.25
2194,-24739.0
2195,-6386.25
2196,-8157.5
2197,-3282.5
2198,0.0
2199,-5252.0
2200,-14443.0
2201,-23140.0
2202,-30527.25
2203,-23601.5
2204,-24654.5
2205,-3256.5
2206,-8346.0
2207,-4400.5
2208,-4212.0
2209,0.0
2210,-4293.25
2211,-7686.25
2212,-12707.5
2213,-12307.75
2214,-16107.0
2215,-17845.75
2216,-16669.25
2217,-18174.0
2218,-21482.5
2219,-25210.25
2220,-28941.25
2221,-28457.0
2222,-30771.0
2223,-10978.5
2224,0.0
2225,0.0
2226,-8193.25
2227,0.0
2228,-5174.0
2229,-9990.5
2230,-13026.0
2231,-15236.0
2232,-5096.0
2233,-8284.25
2234,-12483.25
2235,-12961.0
2236,-3406.0
2237,0.0
2238,-2226.25
2239,-5564.0
2240,-10247.25
2241,-6207.5
2242,-11375.0
2243,-15824.25
2244,-14872.0
2245,-14820.0
2246,-19669.0
2247,-12054.25
2248,-10357.75
2249,0.0
2250,-3526.25
2251,0.0
2252,-5960.5
2253,-16354.0
2254,-27628.25
2255,-31963.75
2256,-20332.0
2257,-27218.75
2258,-23663.25
2259,-24040.25
2260,-24352.25
2261,-27033.5
2262,-33429.5
2263,-31008.25
2264,-6990.75
2265,-18031.0
2266,-23650.25
2267,-19818.5
2268,-25928.5
2269,-31018.0
2270,-33995.0
2271,-38554.75
2272,-45626.75
2273,-43296.5
2274,-43728.75
2275,-47966.75
2276,-43384.25
2277,-28983.5
2278,-28135.25
2279,-29513.25
2280,-26227.5
2281,-30842.5
2282,-34108.75
2283,-37839.75
2284,-27183.0
2285,-33270.25
2286,-16285.75
2287,-26939.25
2288,-39325.0
2289,-33826.0
2290,-29480.75
2291,-39182.0
2292,-20462.0
2293,-19704.75
2294,-27592.5
2295,-27358.5
2296,-28063.75
2297,-32617.0
2298,-37735.75
2299,-25847.25
2300,-4748.25
2301,0.0
2302,-11680.5
2303,-6656.0
2304,-10214.75
2305,-11856.0
2306,-12821.25
2307,-8326.5
2308,0.0
2309,-3831.75
2310,-4585.75
2311,-7683.0
2312,-14992.25
2313,-22909.25
2314,-26438.75
2315,-32565.0
2316,-26253.5
2317,-30569.5
2318,0.0
2319,0.0
2320,-2580.5
2321,0.0
2322,0.0
2323,-9041.5
2324,-17020.25
2325,-4160.0
2326,-7189.0
2327,-9259.25
2328,-11449.75
2329,-13832.0
2330,-20143.5
2331,-17173.0
2332,-25385.75
2333,-12038.0
2334,-16571.75
2335,-16227.25
2336,-23348.0
2337,-30810.0
2338,-29623.75
2339,-23458.5
2340,-22587.5
2341,-8329.75
2342,-16844.75
2343,-16211.0
2344,-21394.75
2345,-29068.0
2346,-34810.75
2347,-31495.75
2348,-33371.0
2349,-36897.25
2350,-4992.0
2351,-17098.25
2352,-25532.0
2353,-31856.5
2354,-33943.0
2355,-44521.75
2356,-26003.25
2357,-39468.0
2358,-38925.25
2359,-19077.5
2360,-21424.0
2361,-21349.25
2362,-33306.0
2363,-37378.25
2364,-55175.25
2365,-53742.0
2366,-46273.5
2367,-55022.5
2368,-41869.75
2369,-50748.75
2370,-54593.5
2371,-58545.5
2372,-67275.0
2373,-57005.0
2374,-65165.75
2375,-73167.25
2376,-70889.0
2377,-73043.75
2378,-47992.75
2379,-28236.0
2380,-35522.5
2381,-37251.5
2382,-39676.0
2383,-44856.5
2384,-46904.0
2385,-52117.0
2386,-48525.75
2387,-47040.5
2388,-32431.75
2389,-25896.0
2390,0.0
2391,0.0
2392,0.0
2393,0.0
2394,0.0
2395,-143.0
2396,0.0
2397,0.0
2398,0.0
2399,-6942.0
2400,-11336.0
2401,-20627.75
2402,-24846.25
2403,0.0
2404,-2239.25
2405,0.0
2406,-5112.25
2407,-6708.0
2408,-14150.5
2409,0.0
2410,0.0
2411,0.0
2412,0.0
2413,-5489.25
2414,-5957.25
2415,-13250.25
2416,-16734.25
2417,0.0
2418,-5414.5
2419,-10019.75
2420,-14287.0
2421,-19386.25
2422,-24310.0
2423,0.0
2424,-4738.5
2425,-5528.25
2426,-10835.5
2427,-14485.25
2428,-6347.25
2429,-10585.25
2430,-6162.0
2431,-9616.75
2432,-12135.5
2433,-13848.25
2434,-16529.5
2435,-20380.75
2436,-10721.75
2437,-11433.5
2438,0.0
2439,0.0
2440,-4514.25
2441,-9220.25
2442,-1992.25
2443,-698.75
2444,-11401.0
2445,-13715.0
2446,-20036.25
2447,-27014.0
2448,-22945.0
2449,-25119.25
2450,-28704.0
2451,-32919.25
2452,-29919.5
2453,-17728.75
2454,-23058.75
2455,-25002.25
2456,-10803.0
2457,-16698.5
2458,-8284.25
2459,-10650.25
2460,0.0
2461,-5599.75
2462,-13819.0
2463,-20436.0
2464,-12762.75
2465,-25808.25
2466,-24310.0
2467,-22431.5
2468,-20683.0
2469,-28645.5
2470,-37076.0
2471,-16646.5
2472,-21898.5
2473,-49000.25
2474,-58610.5
2475,-54564.25
2476,-59078.5
2477,-53550.25
2478,-50202.75
2479,-55757.0
2480,-59250.75
2481,-67437.5
2482,-62413.0
2483,-24999.0
2484,-29071.25
2485,-34498.75
2486,-33575.75
2487,-38961.0
2488,-47245.25
2489,-40387.75
2490,-33016.75
2491,-43959.5
2492,-47518.25
2493,-51710.75
2494,-50154.0
2495,-52490.75
2496,-57203.25
2497,-64018.5
2498,-29961.75
2499,-34931.0
2500,-43199.0
2501,-47193.25
2502,-47417.5
2503,-52897.0
2504,-62734.75
2505,-71279.0
2506,-49835.5
2507,-60255.0
2508,-70356.0
2509,-60485.75
2510,-56602.0
2511,-52815.75
2512,-51398.75
2513,-29506.75
2514,-27124.5
2515,-34212.75
2516,-42110.25
2517,-44057.0
2518,-48883.25
2519,-54652.0
2520,-58259.5
2521,-64424.75
2522,-60196.5
2523,-59972.25
2524,-67554.5
2525,-56143.75
2526,-51779.0
2527,-41330.25
2528,-46208.5
2529,-44193.5
2530,-47788.0
2531,-51873.25
2532,-52598.0
2533,-55370.25
2534,-55880.5
2535,-59644.0
2536,-62010.0
2537,-65770.25
2538,-63771.5
2539,-66407.25
2540,-64314.25
2541,-43748.25
2542,-47817.25
2543,-34862.75
2544,-37163.75
2545,-38665.25
2546,-41470.0
2547,-35135.75
2548,-32701.5
2549,-35337.25
2550,-32256.25
2551,-34784.75
2552,-35883.25
2553,-4299.75
2554,-12642.5
2555,-3165.5
2556,-3942.25
2557,-4335.5
2558,-9551.75
2559,-17553.25
2560,-20800.0
2561,-15060.5
2562,-12275.25
2563,-10182.25
2564,-14423.5
2565,-12320.75
2566,-16220.75
2567,-10081.5
2568,-12421.5
2569,-12970.75
2570,-20013.5
2571,-19084.0
2572,-20962.5
2573,-14664.0
2574,-16968.25
2575,-21716.5
2576,-24196.25
2577,-25012.0
2578,-698.75
2579,-5372.25
2580,-11258.0
2581,-12457.25
2582,-16685.5
2583,-12106.25
2584,-11310.0
2585,-19399.25
2586,-13968.5
2587,-6899.75
2588,-8846.5
2589,-10458.5
2590,-13971.75
2591,-11878.75
2592,-14891.5
2593,-18109.0
2594,-16389.75
2595,-10351.25
2596,-14482.0
2597,-9096.75
2598,-13438.75
2599,-12623.0
2600,-18833.75
2601,-29549.0
2602,-37423.75
2603,-35327.5
2604,-39643.5
2605,-47521.5
2606,-46956.0
2607,-51912.25
2608,-35317.75
2609,-19825.0
2610,-14280.5
2611,-18557.5
2612,-13737.75
2613,-14517.75
2614,0.0
2615,-8047.0
2616,-17589.0
2617,-24433.5
2618,-28414.75
2619,-33871.5
2620,-35291.75
2621,-40829.75
2622,-45243.25
2623,-53566.5
2624,-55165.5
2625,-44391.75
2626,-43111.25
2627,-49400.0
2628,-63752.0
2629,-52149.5
2630,-48135.75
2631,-60911.5
2632,-66114.75
2633,-64629.5
2634,-67255.5
2635,-72640.75
2636,-65926.25
2637,-65055.25
2638,-63303.5
2639,-47368.75
2640,-44463.25
2641,-30624.75
2642,-37716.25
2643,-39565.5
2644,-40196.0
2645,-35548.5
2646,-45591.0
2647,-51135.5
2648,-52968.5
2649,-55750.5
2650,-61434.75
2651,-65838.5
2652,-67655.25
2653,-65640.25
2654,-68136.25
2655,-46871.5
2656,-48600.5
2657,-52315.25
2658,-52260.0
2659,-55727.75
2660,-57648.5
2661,-52468.0
2662,-51993.5
2663,-49140.0
2664,-39783.25
2665,-20689.5
2666,-23120.5
2667,-25593.75
2668,-25902.5
2669,-23253.75
2670,-27638.0
2671,-30891.25
2672,-33146.75
2673,-37475.75
2674,-40430.0
2675,-45386.25
2676,-41639.0
2677,-45158.75
2678,-43004.0
2679,-37391.25
2680,-40010.75
2681,-30254.25
2682,-33478.25
2683,-29623.75
2684,-32295.25
2685,-30719.0
2686,-33692.75
2687,-24521.25
2688,-16500.25
2689,-19025.5
2690,-19925.75
2691,-20865.0
2692,-23887.5
2693,-29263.0
2694,-30085.25
2695,-33332.0
2696,-35204.0
2697,-36582.0
2698,-30722.25
2699,-38493.0
2700,-44326.75
2701,-45337.5
2702,-47807.5
2703,-36790.0
2704,-22405.5
2705,-32451.25
2706,-37804.0
2707,-40829.75
2708,-42656.25
2709,-43845.75
2710,-48035.0
2711,-52526.5
2712,-48685.0
2713,-42519.75
2714,-29870.75
2715,-40205.75
2716,-33553.0
2717,-27660.75
2718,-35327.5
2719,-42922.75
2720,-49208.25
2721,-48080.5
2722,-45012.5
2723,-37540.75
2724,-38710.75
2725,-39373.75
2726,-42250.0
2727,-45867.25
2728,-42113.5
2729,-45188.0
2730,-47843.25
2731,-56091.75
2732,-56179.5
2733,-59712.25
2734,-62257.0
2735,-55987.75
2736,-56338.75
2737,-59117.5
2738,-54486.25
2739,-61025.25
2740,-60258.25
2741,-63339.25
2742,-69546.75
2743,-66839.5
2744,-67096.25
2745,-71581.25
2746,-76563.5
2747,-76274.25
2748,-78698.75
2749,-70294.25
2750,-72124.0
2751,-75679.5
2752,-76544.0
2753,-76800.75
2754,-78507.0
2755,-78828.75
2756,-67304.25
2757,-71646.25
2758,-54957.5
2759,-64951.25
2760,-78650.0
2761,-88985.0
2762,-90190.75
2763,-72549.75
2764,-63531.0
2765,-58194.5
2766,-60729.5
2767,-65061.75
2768,-64762.75
2769,-58493.5
2770,-62309.0
2771,-64229.75
2772,-65968.5
2773,-70882.5
2774,-70560.75
2775,-64077.0
2776,-66212.25
2777,-57083.0
2778,-50758.5
2779,-54697.5
2780,-54551.25
2781,-58119.75
2782,-60518.25
2783,-64535.25
2784,-47407.75
2785,-51889.5
2786,-45178.25
2787,-48662.25
2788,-52055.25
2789,-50735.75
2790,-53950.0
2791,-36260.25
2792,-35246.25
2793,-36510.5
2794,-23877.75
2795,-30065.75
2796,-13497.25
2797,-20705.75
2798,-31378.75
2799,-40459.25
2800,-35496.5
2801,-39620.75
2802,-46939.75
2803,-50791.0
2804,-56576.0
2805,-61938.5
2806,-58292.0
2807,-48486.75
2808,-53670.5
2809,-54817.75
2810,-46754.5
2811,-48581.0
2812,-54128.75
2813,-59319.0
2814,-59543.25
2815,-60381.75
2816,-61798.75
2817,-41509.0
2818,-44937.75
2819,-35655.75
2820,-40534.0
2821,-41463.5
2822,-45467.5
2823,-45132.75
2824,-47654.75
2825,-47609.25
2826,-49624.25
2827,-45597.5
2828,-46202.0
2829,-53290.25
2830,-54340.0
2831,-55562.0
2832,-55604.25
2833,-59003.75
2834,-61197.5
2835,-64083.5
2836,-65741.0
2837,-67824.25
2838,-67941.25
2839,-58288.75
2840,-59692.75
2841,-36175.75
2842,-34797.75
2843,-31963.75
2844,-32038.5
2845,-23195.25
2846,-24358.75
2847,-30023.5
2848,-34326.5
2849,-36637.25
2850,-38899.25
2851,-31629.0
2852,-16757.0
2853,-15661.75
2854,-12824.5
2855,-5593.25
2856,-8856.25
2857,-4933.5
2858,-4852.25
2859,-6425.25
2860,-633.75
2861,0.0
2862,-3279.25
2863,-6116.5
2864,-9155.25
2865,-13724.75
2866,-11703.25
2867,-12808.25
2868,-15665.0
2869,-21372.0
2870,-26201.5
2871,-28268.5
2872,-34495.5
2873,-35912.5
2874,-34677.5
2875,-24901.5
2876,-16867.5
2877,-8547.5
2878,-12460.5
2879,-15938.0
2880,-16328.0
2881,-13133.25
2882,-8359.0
2883,-2691.0
2884,-5401.5
2885,-7634.25
2886,-9772.75
2887,-14010.75
2888,-11534.25
2889,-14872.0
2890,-16324.75
2891,-893.75
2892,-8609.25
2893,0.0
2894,-5193.5
2895,-6165.25
2896,-8589.75
2897,-6311.5
2898,-3614.0
2899,-7679.75
2900,-11160.5
2901,-14277.25
2902,-17741.75
2903,-21632.0
2904,-28674.75
2905,-28171.0
2906,-29961.75
2907,-29064.75
2908,-28743.0
2909,-14807.0
2910,-20208.5
2911,-23104.25
2912,-26715.0
2913,-28008.5
2914,-32431.75
2915,-33972.25
2916,-28798.25
2917,-31713.5
2918,-31398.25
2919,-26331.5
2920,-31603.0
2921,-36588.5
2922,-31157.75
2923,-36231.0
2924,-36780.25
2925,-30598.75
2926,-33072.0
2927,-39897.0
2928,-30774.25
2929,-33523.75
2930,-28229.5
2931,-23507.25
2932,-30403.75
2933,-30923.75
2934,-32786.0
2935,-35607.0
2936,-33982.0
2937,-30472.0
2938,-24846.25
2939,-28928.25
2940,-25889.5
2941,-27238.25
2942,-31372.25
2943,-32006.0
2944,-29883.75
2945,-34589.75
2946,-36806.25
2947,-40683.5
2948,-46468.5
2949,-45110.0
2950,-48434.75
2951,-44791.5
2952,-32360.25
2953,-31827.25
2954,-34268.0
2955,-36754.25
2956,-43842.5
2957,-44560.75
2958,-38093.25
2959,-22977.5
2960,-25359.75
2961,-28717.0
2962,-29786.25
2963,-29282.5
2964,-34671.0
2965,-11644.75
2966,-14953.25
2967,-12239.5
2968,-16809.0
2969,-17826.25
2970,-22756.5
2971,-27573.0
2972,-3848.0
2973,-7852.0
2974,-12278.5
2975,-15135.25
2976,-11102.0
2977,-12723.75
2978,-11134.5
2979,-7263.75
2980,-435.5
2981,0.0
2982,0.0
2983,-10354.5
2984,-9304.75
2985,-1755.0
2986,-7907.25
2987,0.0
2988,0.0
2989,0.0
2990,-5502.25
2991,-6129.5
2992,-8089.25
2993,-12262.25
2994,-3744.0
2995,-5577.0
2996,0.0
2997,0.0
2998,-2759.25
2999,0.0
3000,-1326.0
3001,-5713.5
3002,-10052.25
3003,-14660.75
3004,-18622.5
3005,-3510.0
3006,-5505.5
3007,-3779.75
3008,-2577.25
3009,0.0
3010,-10071.75
3011,-8654.75
3012,-12629.5
3013,-5333.25
3014,-2392.0
3015,-1595.75
3016,-4394.0
3017,-7715.5
3018,-8355.75
3019,-6691.75
3020,-8450.0
3021,0.0
3022,-3552.25
3023,0.0
3024,-5040.75
3025,-2089.75
3026,-5830.5
3027,-10647.0
3028,-15921.75
3029,-17163.25
3030,-19227.0
3031,-18079.75
3032,-8212.75
3033,0.0
3034,-1433.25
3035,-1946.75
3036,-10416.25
3037,-13659.75
3038,0.0
3039,0.0
3040,-4036.5
3041,-965.25
3042,-8017.75
3043,-6704.75
3044,-9698.0
3045,-1394.25
3046,-3825.25
3047,-3698.5
3048,0.0
3049,-4517.5
3050,-3789.5
3051,0.0
3052,-2034.5
3053,-6480.5
3054,-7241.0
3055,-6145.75
3056,0.0
3057,0.0
3058,-8261.5
3059,0.0
3060,0.0
3061,-1527.5
3062,-15642.25
3063,-19025.5
3064,-27660.75
3065,-35899.5
3066,-21115.25
3067,-29139.5
3068,-36959.0
3069,-37540.75
3070,-36604.75
3071,-16133.0
3072,-11787.75
3073,-5112.25
3074,-19048.25
3075,-17208.75
3076,-18096.0
3077,-24869.0
3078,-27657.5
3079,-27940.25
3080,-34768.5
3081,-40231.75
3082,-31742.75
3083,-37823.5
3084,-39003.25
3085,-43179.5
3086,-50466.0
3087,-61184.5
3088,-68796.0
3089,-41106.0
3090,-43225.0
3091,-47804.25
3092,-54515.5
3093,-56693.0
3094,-48798.75
3095,-38736.75
3096,-36110.75
3097,-40183.0
3098,-46163.0
3099,-50495.25
3100,-44375.5
3101,-22613.5
3102,-22259.25
3103,-25434.5
3104,-27790.75
3105,-20419.75
3106,-18619.25
3107,-26815.75
3108,-11482.25
3109,-9350.25
3110,-4917.25
3111,-9516.0
3112,-17319.25
3113,-24830.0
3114,-19737.25
3115,-27394.25
3116,-32548.75
3117,-33887.75
3118,-45659.25
3119,-45951.75
3120,-49666.5
3121,-48226.75
3122,-47651.5
3123,-44827.25
3124,-49780.25
3125,-34862.75
3126,-40829.75
3127,-47105.5
3128,-49517.0
3129,-54889.25
3130,-60021.0
3131,-59621.25
3132,-67804.75
3133,-79144.0
3134,-86541.0
3135,-90168.0
3136,-94838.25
3137,-88094.5
3138,-93431.0
3139,-95621.5
3140,-96830.5
3141,-97214.0
3142,-62634.0
3143,-62237.5
3144,-68734.25
3145,-77918.75
3146,-68454.75
3147,-44050.5
3148,-48236.5
3149,-49692.5
3150,-53131.0
3151,-60274.5
3152,-69221.75
3153,-69361.5
3154,-69819.75
3155,-56631.25
3156,-56176.25
3157,-59348.25
3158,-49757.5
3159,-54327.0
3160,-47411.0
3161,-50781.25
3162,-37033.75
3163,-40807.0
3164,-39669.5
3165,-41801.5
3166,-50992.5
3167,-43394.0
3168,-49097.75
3169,-55666.0
3170,-62517.0
3171,-69940.0
3172,-77161.5
3173,-88013.25
3174,-92914.25
3175,-76134.5
3176,-81432.0
3177,-82819.75
3178,-88058.75
3179,-65113.75
3180,-71571.5
3181,-73615.75
3182,-59273.5
3183,-65565.5
3184,-56257.5
3185,-59475.0
3186,-65182.0
3187,-69303.0
3188,-109291.0
3189,-128521.25
3190,-72689.5
3191,-27446.25
3192,-42721.25
3193,-20718.75
3194,-26100.75
3195,-30741.75
3196,-35038.25
3197,-34567.0
3198,-40287.0
3199,-45821.75
3200,-52380.25
3201,-47664.5
3202,-52191.75
3203,-56862.0
3204,-62585.25
3205,-68974.75
3206,-73073.0
3207,-81263.0
3208,-87600.5
3209,-54301.0
3210,-58750.25
3211,-66056.25
3212,-73037.25
3213,-74941.75
3214,-83954.0
3215,-78737.75
3216,-77324.0
3217,-71119.75
3218,-66339.0
3219,-69816.5
3220,-73619.0
3221,-62208.25
3222,-67765.75
3223,-65832.0
3224,-68627.0
3225,-75910.25
3226,-83044.0
3227,-78721.5
3228,-69686.5
3229,-76157.25
3230,-79950.0
3231,-93414.75
3232,-100379.5
3233,-113220.25
3234,-123578.0
3235,-90340.25
3236,-90424.75
3237,-91630.5
3238,-94071.25
3239,-91546.0
3240,-94919.5
3241,-107155.75
3242,-60996.0
3243,-59520.5
3244,-68727.75
3245,-72741.5
3246,-78286.0
3247,-88276.5
3248,-100847.5
3249,-105924.0
3250,-111309.25
3251,-110753.5
3252,-109603.0
3253,-116327.25
3254,-124260.5
3255,-103990.25
3256,-108608.5
3257,-106405.0
3258,-113532.25
3259,-107178.5
3260,-112121.75
3261,-115674.0
3262,-119512.25
3263,-119801.5
3264,-122349.5
3265,-128131.25
3266,-138680.75
3267,-133120.0
3268,-135492.5
3269,-148226.0
3270,-153361.0
3271,-153585.25
3272,-137163.0
3273,-128713.0
3274,-130926.25
3275,-136324.5
3276,-137140.25
3277,-114601.5
3278,-118842.75
3279,-121062.5
3280,-125762.0
3281,-128326.25
3282,-136295.25
3283,-143419.25
3284,-147137.25
3285,-138554.0
3286,-148183.75
