Type,Entry Time,Exit Time,Entry Price,Exit Price,Points,PnL INR,Cumulative PnL INR
LONG,2018-05-30 12:30:00+05:30,2018-05-30 14:00:00+05:30,10601.75,10598.05,-3.7,-240.5,380568.5
SHORT,2018-05-30 14:00:00+05:30,2018-05-31 09:15:00+05:30,10598.05,10645.1,-47.05,-3058.25,377510.25
LONG,2018-05-31 09:15:00+05:30,2018-06-01 12:15:00+05:30,10645.1,10709.2,64.1,4166.5,381676.75
SHORT,2018-06-01 12:15:00+05:30,2018-06-04 09:15:00+05:30,10709.2,10738.9,-29.7,-1930.5,379746.25
LONG,2018-06-04 09:15:00+05:30,2018-06-04 09:40:00+05:30,10738.9,10673.6,-65.3,-4244.5,375501.75
SHORT,2018-06-04 09:40:00+05:30,2018-06-05 11:45:00+05:30,10673.6,10625.15,48.45,3149.25,378651.0
LONG,2018-06-05 11:45:00+05:30,2018-06-05 14:00:00+05:30,10625.15,10570.1,-55.05,-3578.25,375072.75
SHORT,2018-06-05 14:00:00+05:30,2018-06-05 15:25:00+05:30,10570.1,10605.75,-35.65,-2317.25,372755.5
LONG,2018-06-05 15:25:00+05:30,2018-06-06 14:30:00+05:30,10605.75,10640.8,35.05,2278.25,375033.75
SHORT,2018-06-06 14:30:00+05:30,2018-06-06 14:55:00+05:30,10640.8,10690.15,-49.35,-3207.75,371826.0
LONG,2018-06-06 14:55:00+05:30,2018-06-07 14:25:00+05:30,10690.15,10790.1,99.95,6496.75,378322.75
SHORT,2018-06-07 14:25:00+05:30,2018-06-08 14:10:00+05:30,10790.1,10742.45,47.65,3097.25,381420.0
LONG,2018-06-08 14:10:00+05:30,2018-06-11 14:45:00+05:30,10742.45,10826.45,84.0,5460.0,386880.0
SHORT,2018-06-11 14:45:00+05:30,2018-06-12 10:10:00+05:30,10826.45,10824.8,1.65,107.25,386987.25
LONG,2018-06-12 10:10:00+05:30,2018-06-12 12:55:00+05:30,10824.8,10820.5,-4.3,-279.5,386707.75
SHORT,2018-06-12 12:55:00+05:30,2018-06-13 09:15:00+05:30,10820.5,10869.2,-48.7,-3165.5,383542.25
LONG,2018-06-13 09:15:00+05:30,2018-06-13 14:45:00+05:30,10869.2,10858.9,-10.3,-669.5,382872.75
SHORT,2018-06-13 14:45:00+05:30,2018-06-14 13:40:00+05:30,10858.9,10801.35,57.55,3740.75,386613.5
LONG,2018-06-14 13:40:00+05:30,2018-06-15 12:10:00+05:30,10801.35,10801.9,0.55,35.75,386649.25
SHORT,2018-06-15 12:10:00+05:30,2018-06-15 14:50:00+05:30,10801.9,10800.95,0.95,61.75,386711.0
LONG,2018-06-15 14:50:00+05:30,2018-06-18 15:10:00+05:30,10800.95,10796.8,-4.15,-269.75,386441.25
SHORT,2018-06-18 15:10:00+05:30,2018-06-20 09:15:00+05:30,10796.8,10750.05,46.75,3038.75,389480.0
LONG,2018-06-20 09:15:00+05:30,2018-06-21 10:30:00+05:30,10750.05,10762.8,12.75,828.75,390308.75
SHORT,2018-06-21 10:30:00+05:30,2018-06-21 13:00:00+05:30,10762.8,10775.0,-12.2,-793.0,389515.75
LONG,2018-06-21 13:00:00+05:30,2018-06-21 14:30:00+05:30,10775.0,10746.25,-28.75,-1868.75,387647.0
SHORT,2018-06-21 14:30:00+05:30,2018-06-22 12:00:00+05:30,10746.25,10748.8,-2.55,-165.75,387481.25
LONG,2018-06-22 12:00:00+05:30,2018-06-25 11:10:00+05:30,10748.8,10789.6,40.8,2652.0,390133.25
SHORT,2018-06-25 11:10:00+05:30,2018-06-26 10:55:00+05:30,10789.6,10785.0,4.6,299.0,390432.25
LONG,2018-06-26 10:55:00+05:30,2018-06-26 13:15:00+05:30,10785.0,10773.2,-11.8,-767.0,389665.25
SHORT,2018-06-26 13:15:00+05:30,2018-06-26 14:50:00+05:30,10773.2,10794.4,-21.2,-1378.0,388287.25
LONG,2018-06-26 14:50:00+05:30,2018-06-26 15:15:00+05:30,10794.4,10761.65,-32.75,-2128.75,386158.5
SHORT,2018-06-26 15:15:00+05:30,2018-06-29 09:15:00+05:30,10761.65,10635.5,126.15,8199.75,394358.25
LONG,2018-06-29 09:15:00+05:30,2018-07-02 09:20:00+05:30,10635.5,10676.55,41.05,2668.25,397026.5
SHORT,2018-07-02 09:20:00+05:30,2018-07-02 13:45:00+05:30,10676.55,10644.0,32.55,2115.75,399142.25
LONG,2018-07-02 13:45:00+05:30,2018-07-05 10:35:00+05:30,10644.0,10747.0,103.0,6695.0,405837.25
SHORT,2018-07-05 10:35:00+05:30,2018-07-05 13:05:00+05:30,10747.0,10778.9,-31.9,-2073.5,403763.75
LONG,2018-07-05 13:05:00+05:30,2018-07-05 15:00:00+05:30,10778.9,10747.05,-31.85,-2070.25,401693.5
SHORT,2018-07-05 15:00:00+05:30,2018-07-06 09:40:00+05:30,10747.05,10776.45,-29.4,-1911.0,399782.5
LONG,2018-07-06 09:40:00+05:30,2018-07-06 12:15:00+05:30,10776.45,10777.8,1.35,87.75,399870.25
SHORT,2018-07-06 12:15:00+05:30,2018-07-06 14:25:00+05:30,10777.8,10808.05,-30.25,-1966.25,397904.0
LONG,2018-07-06 14:25:00+05:30,2018-07-06 15:05:00+05:30,10808.05,10777.75,-30.3,-1969.5,395934.5
SHORT,2018-07-06 15:05:00+05:30,2018-07-09 09:15:00+05:30,10777.75,10832.85,-55.1,-3581.5,392353.0
LONG,2018-07-09 09:15:00+05:30,2018-07-11 11:10:00+05:30,10832.85,10935.4,102.55,6665.75,399018.75
SHORT,2018-07-11 11:10:00+05:30,2018-07-12 09:15:00+05:30,10935.4,11016.75,-81.35,-5287.75,393731.0
LONG,2018-07-12 09:15:00+05:30,2018-07-12 13:45:00+05:30,11016.75,11034.1,17.35,1127.75,394858.75
SHORT,2018-07-12 13:45:00+05:30,2018-07-13 09:15:00+05:30,11034.1,11052.15,-18.05,-1173.25,393685.5
LONG,2018-07-13 09:15:00+05:30,2018-07-13 10:50:00+05:30,11052.15,11001.3,-50.85,-3305.25,390380.25
SHORT,2018-07-13 10:50:00+05:30,2018-07-17 09:30:00+05:30,11001.3,10983.85,17.45,1134.25,391514.5
LONG,2018-07-17 09:30:00+05:30,2018-07-18 12:15:00+05:30,10983.85,11000.7,16.85,1095.25,392609.75
SHORT,2018-07-18 12:15:00+05:30,2018-07-19 11:00:00+05:30,11000.7,10996.8,3.9,253.5,392863.25
LONG,2018-07-19 11:00:00+05:30,2018-07-19 13:30:00+05:30,10996.8,10950.35,-46.45,-3019.25,389844.0
SHORT,2018-07-19 13:30:00+05:30,2018-07-20 09:45:00+05:30,10950.35,10988.55,-38.2,-2483.0,387361.0
LONG,2018-07-20 09:45:00+05:30,2018-07-20 13:20:00+05:30,10988.55,10987.45,-1.1,-71.5,387289.5
SHORT,2018-07-20 13:20:00+05:30,2018-07-23 09:15:00+05:30,10987.45,11039.15,-51.7,-3360.5,383929.0
LONG,2018-07-23 09:15:00+05:30,2018-07-24 12:30:00+05:30,11039.15,11116.85,77.7,5050.5,388979.5
SHORT,2018-07-24 12:30:00+05:30,2018-07-25 09:40:00+05:30,11116.85,11142.0,-25.15,-1634.75,387344.75
LONG,2018-07-25 09:40:00+05:30,2018-07-25 15:15:00+05:30,11142.0,11124.4,-17.6,-1144.0,386200.75
SHORT,2018-07-25 15:15:00+05:30,2018-07-26 09:15:00+05:30,11124.4,11159.5,-35.1,-2281.5,383919.25
LONG,2018-07-26 09:15:00+05:30,2018-07-26 13:40:00+05:30,11159.5,11148.9,-10.6,-689.0,383230.25
SHORT,2018-07-26 13:40:00+05:30,2018-07-26 15:10:00+05:30,11148.9,11168.15,-19.25,-1251.25,381979.0
LONG,2018-07-26 15:10:00+05:30,2018-07-31 09:15:00+05:30,11168.15,11291.9,123.75,8043.75,390022.75
SHORT,2018-07-31 09:15:00+05:30,2018-07-31 14:05:00+05:30,11291.9,11307.55,-15.65,-1017.25,389005.5
LONG,2018-07-31 14:05:00+05:30,2018-08-01 11:30:00+05:30,11307.55,11340.95,33.4,2171.0,391176.5
SHORT,2018-08-01 11:30:00+05:30,2018-08-01 15:00:00+05:30,11340.95,11366.4,-25.45,-1654.25,389522.25
LONG,2018-08-01 15:00:00+05:30,2018-08-02 09:15:00+05:30,11366.4,11313.75,-52.65,-3422.25,386100.0
SHORT,2018-08-02 09:15:00+05:30,2018-08-03 09:15:00+05:30,11313.75,11311.9,1.85,120.25,386220.25
LONG,2018-08-03 09:15:00+05:30,2018-08-06 14:50:00+05:30,11311.9,11380.2,68.3,4439.5,390659.75
SHORT,2018-08-06 14:50:00+05:30,2018-08-07 13:00:00+05:30,11380.2,11404.95,-24.75,-1608.75,389051.0
LONG,2018-08-07 13:00:00+05:30,2018-08-08 09:35:00+05:30,11404.95,11379.75,-25.2,-1638.0,387413.0
SHORT,2018-08-08 09:35:00+05:30,2018-08-08 10:50:00+05:30,11379.75,11425.35,-45.6,-2964.0,384449.0
LONG,2018-08-08 10:50:00+05:30,2018-08-08 14:15:00+05:30,11425.35,11422.95,-2.4,-156.0,384293.0
SHORT,2018-08-08 14:15:00+05:30,2018-08-08 15:10:00+05:30,11422.95,11449.75,-26.8,-1742.0,382551.0
LONG,2018-08-08 15:10:00+05:30,2018-08-10 09:15:00+05:30,11449.75,11451.1,1.35,87.75,382638.75
SHORT,2018-08-10 09:15:00+05:30,2018-08-10 14:10:00+05:30,11451.1,11460.7,-9.6,-624.0,382014.75
LONG,2018-08-10 14:10:00+05:30,2018-08-10 14:50:00+05:30,11460.7,11427.25,-33.45,-2174.25,379840.5
SHORT,2018-08-10 14:50:00+05:30,2018-08-13 12:05:00+05:30,11427.25,11384.45,42.8,2782.0,382622.5
LONG,2018-08-13 12:05:00+05:30,2018-08-13 14:35:00+05:30,11384.45,11371.35,-13.1,-851.5,381771.0
SHORT,2018-08-13 14:35:00+05:30,2018-08-14 09:15:00+05:30,11371.35,11401.35,-30.0,-1950.0,379821.0
LONG,2018-08-14 09:15:00+05:30,2018-08-16 09:15:00+05:30,11401.35,11398.6,-2.75,-178.75,379642.25
SHORT,2018-08-16 09:15:00+05:30,2018-08-16 11:00:00+05:30,11398.6,11440.6,-42.0,-2730.0,376912.25
LONG,2018-08-16 11:00:00+05:30,2018-08-16 13:05:00+05:30,11440.6,11413.35,-27.25,-1771.25,375141.0
SHORT,2018-08-16 13:05:00+05:30,2018-08-17 09:15:00+05:30,11413.35,11442.9,-29.55,-1920.75,373220.25
LONG,2018-08-17 09:15:00+05:30,2018-08-23 10:05:00+05:30,11442.9,11567.15,124.25,8076.25,381296.5
SHORT,2018-08-23 10:05:00+05:30,2018-08-23 14:30:00+05:30,11567.15,11589.25,-22.1,-1436.5,379860.0
LONG,2018-08-23 14:30:00+05:30,2018-08-24 10:30:00+05:30,11589.25,11561.4,-27.85,-1810.25,378049.75
SHORT,2018-08-24 10:30:00+05:30,2018-08-24 14:05:00+05:30,11561.4,11566.2,-4.8,-312.0,377737.75
LONG,2018-08-24 14:05:00+05:30,2018-08-29 12:00:00+05:30,11566.2,11721.9,155.7,10120.5,387858.25
SHORT,2018-08-29 12:00:00+05:30,2018-08-30 15:05:00+05:30,11721.9,11681.4,40.5,2632.5,390490.75
LONG,2018-08-30 15:05:00+05:30,2018-08-31 10:30:00+05:30,11681.4,11670.55,-10.85,-705.25,389785.5
SHORT,2018-08-31 10:30:00+05:30,2018-08-31 15:05:00+05:30,11670.55,11685.25,-14.7,-955.5,388830.0
LONG,2018-08-31 15:05:00+05:30,2018-09-03 13:20:00+05:30,11685.25,11678.9,-6.35,-412.75,388417.25
SHORT,2018-09-03 13:20:00+05:30,2018-09-05 14:30:00+05:30,11678.9,11449.1,229.8,14937.0,403354.25
LONG,2018-09-05 14:30:00+05:30,2018-09-06 11:45:00+05:30,11449.1,11476.35,27.25,1771.25,405125.5
SHORT,2018-09-06 11:45:00+05:30,2018-09-06 13:45:00+05:30,11476.35,11499.3,-22.95,-1491.75,403633.75
LONG,2018-09-06 13:45:00+05:30,2018-09-07 09:20:00+05:30,11499.3,11496.25,-3.05,-198.25,403435.5
SHORT,2018-09-07 09:20:00+05:30,2018-09-07 10:45:00+05:30,11496.25,11561.35,-65.1,-4231.5,399204.0
LONG,2018-09-07 10:45:00+05:30,2018-09-10 09:25:00+05:30,11561.35,11559.7,-1.65,-107.25,399096.75
SHORT,2018-09-10 09:25:00+05:30,2018-09-12 13:45:00+05:30,11559.7,11325.4,234.3,15229.5,414326.25
LONG,2018-09-12 13:45:00+05:30,2018-09-17 09:15:00+05:30,11325.4,11429.55,104.15,6769.75,421096.0
SHORT,2018-09-17 09:15:00+05:30,2018-09-18 11:35:00+05:30,11429.55,11387.75,41.8,2717.0,423813.0
LONG,2018-09-18 11:35:00+05:30,2018-09-18 14:30:00+05:30,11387.75,11340.3,-47.45,-3084.25,420728.75
SHORT,2018-09-18 14:30:00+05:30,2018-09-21 09:15:00+05:30,11340.3,11313.15,27.15,1764.75,422493.5
LONG,2018-09-21 09:15:00+05:30,2018-09-21 11:50:00+05:30,11313.15,11287.15,-26.0,-1690.0,420803.5
SHORT,2018-09-21 11:50:00+05:30,2018-09-21 13:15:00+05:30,11287.15,11159.25,127.9,8313.5,429117.0
LONG,2018-09-21 13:15:00+05:30,2018-09-24 11:30:00+05:30,11159.25,11040.0,-119.25,-7751.25,421365.75
SHORT,2018-09-24 11:30:00+05:30,2018-09-25 10:10:00+05:30,11040.0,10983.8,56.2,3653.0,425018.75
LONG,2018-09-25 10:10:00+05:30,2018-09-25 13:20:00+05:30,10983.8,10962.7,-21.1,-1371.5,423647.25
SHORT,2018-09-25 13:20:00+05:30,2018-09-25 14:45:00+05:30,10962.7,11022.05,-59.35,-3857.75,419789.5
LONG,2018-09-25 14:45:00+05:30,2018-09-26 13:00:00+05:30,11022.05,11007.35,-14.7,-955.5,418834.0
SHORT,2018-09-26 13:00:00+05:30,2018-09-26 15:05:00+05:30,11007.35,11065.3,-57.95,-3766.75,415067.25
LONG,2018-09-26 15:05:00+05:30,2018-09-27 12:30:00+05:30,11065.3,11006.15,-59.15,-3844.75,411222.5
SHORT,2018-09-27 12:30:00+05:30,2018-09-28 09:15:00+05:30,11006.15,11017.2,-11.05,-718.25,410504.25
LONG,2018-09-28 09:15:00+05:30,2018-09-28 09:25:00+05:30,11017.2,10952.8,-64.4,-4186.0,406318.25
SHORT,2018-09-28 09:25:00+05:30,2018-10-01 13:25:00+05:30,10952.8,10900.95,51.85,3370.25,409688.5
LONG,2018-10-01 13:25:00+05:30,2018-10-03 09:35:00+05:30,10900.95,10930.05,29.1,1891.5,411580.0
SHORT,2018-10-03 09:35:00+05:30,2018-10-03 12:10:00+05:30,10930.05,10981.0,-50.95,-3311.75,408268.25
LONG,2018-10-03 12:10:00+05:30,2018-10-03 14:20:00+05:30,10981.0,10919.75,-61.25,-3981.25,404287.0
SHORT,2018-10-03 14:20:00+05:30,2018-10-04 14:40:00+05:30,10919.75,10658.85,260.9,16958.5,421245.5
LONG,2018-10-04 14:40:00+05:30,2018-10-04 15:25:00+05:30,10658.85,10552.7,-106.15,-6899.75,414345.75
SHORT,2018-10-04 15:25:00+05:30,2018-10-08 11:00:00+05:30,10552.7,10359.7,193.0,12545.0,426890.75
LONG,2018-10-08 11:00:00+05:30,2018-10-08 13:30:00+05:30,10359.7,10281.75,-77.95,-5066.75,421824.0
SHORT,2018-10-08 13:30:00+05:30,2018-10-08 15:00:00+05:30,10281.75,10347.1,-65.35,-4247.75,417576.25
LONG,2018-10-08 15:00:00+05:30,2018-10-09 15:05:00+05:30,10347.1,10299.65,-47.45,-3084.25,414492.0
SHORT,2018-10-09 15:05:00+05:30,2018-10-10 09:55:00+05:30,10299.65,10399.8,-100.15,-6509.75,407982.25
LONG,2018-10-10 09:55:00+05:30,2018-10-11 09:15:00+05:30,10399.8,10165.3,-234.5,-15242.5,392739.75
SHORT,2018-10-11 09:15:00+05:30,2018-10-11 12:15:00+05:30,10165.3,10271.75,-106.45,-6919.25,385820.5
LONG,2018-10-11 12:15:00+05:30,2018-10-11 14:15:00+05:30,10271.75,10222.75,-49.0,-3185.0,382635.5
SHORT,2018-10-11 14:15:00+05:30,2018-10-12 09:15:00+05:30,10222.75,10383.8,-161.05,-10468.25,372167.25
LONG,2018-10-12 09:15:00+05:30,2018-10-15 09:45:00+05:30,10383.8,10439.1,55.3,3594.5,375761.75
SHORT,2018-10-15 09:45:00+05:30,2018-10-15 12:25:00+05:30,10439.1,10474.4,-35.3,-2294.5,373467.25
LONG,2018-10-15 12:25:00+05:30,2018-10-15 13:55:00+05:30,10474.4,10459.7,-14.7,-955.5,372511.75
SHORT,2018-10-15 13:55:00+05:30,2018-10-16 09:15:00+05:30,10459.7,10553.9,-94.2,-6123.0,366388.75
LONG,2018-10-16 09:15:00+05:30,2018-10-16 11:40:00+05:30,10553.9,10557.15,3.25,211.25,366600.0
SHORT,2018-10-16 11:40:00+05:30,2018-10-16 12:55:00+05:30,10557.15,10588.25,-31.1,-2021.5,364578.5
LONG,2018-10-16 12:55:00+05:30,2018-10-17 11:25:00+05:30,10588.25,10597.9,9.65,627.25,365205.75
SHORT,2018-10-17 11:25:00+05:30,2018-10-19 15:20:00+05:30,10597.9,10313.95,283.95,18456.75,383662.5
LONG,2018-10-19 15:20:00+05:30,2018-10-22 13:40:00+05:30,10313.95,10308.2,-5.75,-373.75,383288.75
SHORT,2018-10-22 13:40:00+05:30,2018-10-23 15:20:00+05:30,10308.2,10166.95,141.25,9181.25,392470.0
LONG,2018-10-23 15:20:00+05:30,2018-10-24 11:00:00+05:30,10166.95,10165.1,-1.85,-120.25,392349.75
SHORT,2018-10-24 11:00:00+05:30,2018-10-24 13:20:00+05:30,10165.1,10221.35,-56.25,-3656.25,388693.5
LONG,2018-10-24 13:20:00+05:30,2018-10-24 13:55:00+05:30,10221.35,10165.45,-55.9,-3633.5,385060.0
SHORT,2018-10-24 13:55:00+05:30,2018-10-24 14:50:00+05:30,10165.45,10207.4,-41.95,-2726.75,382333.25
LONG,2018-10-24 14:50:00+05:30,2018-10-25 09:15:00+05:30,10207.4,10150.2,-57.2,-3718.0,378615.25
SHORT,2018-10-25 09:15:00+05:30,2018-10-25 13:15:00+05:30,10150.2,10146.75,3.45,224.25,378839.5
LONG,2018-10-25 13:15:00+05:30,2018-10-26 09:15:00+05:30,10146.75,10069.2,-77.55,-5040.75,373798.75
SHORT,2018-10-26 09:15:00+05:30,2018-10-26 10:45:00+05:30,10069.2,10108.8,-39.6,-2574.0,371224.75
LONG,2018-10-26 10:45:00+05:30,2018-10-26 13:35:00+05:30,10108.8,10059.2,-49.6,-3224.0,368000.75
SHORT,2018-10-26 13:35:00+05:30,2018-10-29 10:05:00+05:30,10059.2,10088.0,-28.8,-1872.0,366128.75
LONG,2018-10-29 10:05:00+05:30,2018-10-30 12:15:00+05:30,10088.0,10209.35,121.35,7887.75,374016.5
SHORT,2018-10-30 12:15:00+05:30,2018-10-31 12:05:00+05:30,10209.35,10219.15,-9.8,-637.0,373379.5
LONG,2018-10-31 12:05:00+05:30,2018-11-02 14:15:00+05:30,10219.15,10556.4,337.25,21921.25,395300.75
SHORT,2018-11-02 14:15:00+05:30,2018-11-05 15:05:00+05:30,10556.4,10521.55,34.85,2265.25,397566.0
LONG,2018-11-05 15:05:00+05:30,2018-11-06 13:45:00+05:30,10521.55,10538.95,17.4,1131.0,398697.0
SHORT,2018-11-06 13:45:00+05:30,2018-11-07 17:30:00+05:30,10538.95,10594.05,-55.1,-3581.5,395115.5
LONG,2018-11-07 17:30:00+05:30,2018-11-09 09:15:00+05:30,10594.05,10555.0,-39.05,-2538.25,392577.25
SHORT,2018-11-09 09:15:00+05:30,2018-11-12 09:15:00+05:30,10555.0,10627.75,-72.75,-4728.75,387848.5
LONG,2018-11-12 09:15:00+05:30,2018-11-12 10:15:00+05:30,10627.75,10579.55,-48.2,-3133.0,384715.5
SHORT,2018-11-12 10:15:00+05:30,2018-11-13 12:15:00+05:30,10579.55,10506.75,72.8,4732.0,389447.5
LONG,2018-11-13 12:15:00+05:30,2018-11-14 09:50:00+05:30,10506.75,10584.4,77.65,5047.25,394494.75
SHORT,2018-11-14 09:50:00+05:30,2018-11-15 09:20:00+05:30,10584.4,10607.4,-23.0,-1495.0,392999.75
LONG,2018-11-15 09:20:00+05:30,2018-11-15 15:20:00+05:30,10607.4,10602.95,-4.45,-289.25,392710.5
SHORT,2018-11-15 15:20:00+05:30,2018-11-16 09:30:00+05:30,10602.95,10657.0,-54.05,-3513.25,389197.25
LONG,2018-11-16 09:30:00+05:30,2018-11-16 11:35:00+05:30,10657.0,10648.2,-8.8,-572.0,388625.25
SHORT,2018-11-16 11:35:00+05:30,2018-11-16 15:05:00+05:30,10648.2,10682.8,-34.6,-2249.0,386376.25
LONG,2018-11-16 15:05:00+05:30,2018-11-20 09:15:00+05:30,10682.8,10730.55,47.75,3103.75,389480.0
SHORT,2018-11-20 09:15:00+05:30,2018-11-21 13:50:00+05:30,10730.55,10607.45,123.1,8001.5,397481.5
LONG,2018-11-21 13:50:00+05:30,2018-11-22 13:00:00+05:30,10607.45,10594.95,-12.5,-812.5,396669.0
SHORT,2018-11-22 13:00:00+05:30,2018-11-26 12:35:00+05:30,10594.95,10538.15,56.8,3692.0,400361.0
LONG,2018-11-26 12:35:00+05:30,2018-11-28 14:10:00+05:30,10538.15,10724.8,186.65,12132.25,412493.25
SHORT,2018-11-28 14:10:00+05:30,2018-11-29 09:15:00+05:30,10724.8,10784.6,-59.8,-3887.0,408606.25
LONG,2018-11-29 09:15:00+05:30,2018-11-30 11:50:00+05:30,10784.6,10868.8,84.2,5473.0,414079.25
SHORT,2018-11-30 11:50:00+05:30,2018-11-30 15:20:00+05:30,10868.8,10886.15,-17.35,-1127.75,412951.5
LONG,2018-11-30 15:20:00+05:30,2018-12-03 11:30:00+05:30,10886.15,10877.8,-8.35,-542.75,412408.75
SHORT,2018-12-03 11:30:00+05:30,2018-12-03 13:45:00+05:30,10877.8,10887.8,-10.0,-650.0,411758.75
LONG,2018-12-03 13:45:00+05:30,2018-12-04 09:25:00+05:30,10887.8,10851.75,-36.05,-2343.25,409415.5
SHORT,2018-12-04 09:25:00+05:30,2018-12-04 13:40:00+05:30,10851.75,10874.2,-22.45,-1459.25,407956.25
LONG,2018-12-04 13:40:00+05:30,2018-12-05 09:15:00+05:30,10874.2,10803.7,-70.5,-4582.5,403373.75
SHORT,2018-12-05 09:15:00+05:30,2018-12-06 13:05:00+05:30,10803.7,10691.95,111.75,7263.75,410637.5
LONG,2018-12-06 13:05:00+05:30,2018-12-06 13:35:00+05:30,10691.95,10657.25,-34.7,-2255.5,408382.0
SHORT,2018-12-06 13:35:00+05:30,2018-12-07 09:30:00+05:30,10657.25,10648.25,9.0,585.0,408967.0
LONG,2018-12-07 09:30:00+05:30,2018-12-07 13:00:00+05:30,10648.25,10610.65,-37.6,-2444.0,406523.0
SHORT,2018-12-07 13:00:00+05:30,2018-12-07 14:40:00+05:30,10610.65,10672.6,-61.95,-4026.75,402496.25
LONG,2018-12-07 14:40:00+05:30,2018-12-10 09:15:00+05:30,10672.6,10550.5,-122.1,-7936.5,394559.75
SHORT,2018-12-10 09:15:00+05:30,2018-12-11 11:10:00+05:30,10550.5,10454.05,96.45,6269.25,400829.0
LONG,2018-12-11 11:10:00+05:30,2018-12-13 14:10:00+05:30,10454.05,10781.5,327.45,21284.25,422113.25
SHORT,2018-12-13 14:10:00+05:30,2018-12-17 09:15:00+05:30,10781.5,10871.75,-90.25,-5866.25,416247.0
LONG,2018-12-17 09:15:00+05:30,2018-12-18 09:15:00+05:30,10871.75,10840.5,-31.25,-2031.25,414215.75
SHORT,2018-12-18 09:15:00+05:30,2018-12-18 12:35:00+05:30,10840.5,10855.8,-15.3,-994.5,413221.25
LONG,2018-12-18 12:35:00+05:30,2018-12-20 09:15:00+05:30,10855.8,10916.85,61.05,3968.25,417189.5
SHORT,2018-12-20 09:15:00+05:30,2018-12-20 12:50:00+05:30,10916.85,10933.95,-17.1,-1111.5,416078.0
LONG,2018-12-20 12:50:00+05:30,2018-12-21 09:55:00+05:30,10933.95,10921.8,-12.15,-789.75,415288.25
SHORT,2018-12-21 09:55:00+05:30,2018-12-24 12:35:00+05:30,10921.8,10757.65,164.15,10669.75,425958.0
LONG,2018-12-24 12:35:00+05:30,2018-12-24 14:25:00+05:30,10757.65,10693.5,-64.15,-4169.75,421788.25
SHORT,2018-12-24 14:25:00+05:30,2018-12-26 12:10:00+05:30,10693.5,10598.75,94.75,6158.75,427947.0
LONG,2018-12-26 12:10:00+05:30,2018-12-27 13:00:00+05:30,10598.75,10773.6,174.85,11365.25,439312.25
SHORT,2018-12-27 13:00:00+05:30,2018-12-28 09:15:00+05:30,10773.6,10838.05,-64.45,-4189.25,435123.0
LONG,2018-12-28 09:15:00+05:30,2018-12-28 15:00:00+05:30,10838.05,10864.3,26.25,1706.25,436829.25
SHORT,2018-12-28 15:00:00+05:30,2018-12-31 09:15:00+05:30,10864.3,10918.7,-54.4,-3536.0,433293.25
LONG,2018-12-31 09:15:00+05:30,2018-12-31 11:45:00+05:30,10918.7,10863.45,-55.25,-3591.25,429702.0
SHORT,2018-12-31 11:45:00+05:30,2019-01-01 14:25:00+05:30,10863.45,10856.55,6.9,448.5,430150.5
LONG,2019-01-01 14:25:00+05:30,2019-01-02 09:15:00+05:30,10856.55,10868.95,12.4,806.0,430956.5
SHORT,2019-01-02 09:15:00+05:30,2019-01-04 09:15:00+05:30,10868.95,10721.1,147.85,9610.25,440566.75
LONG,2019-01-04 09:15:00+05:30,2019-01-04 10:05:00+05:30,10721.1,10651.8,-69.3,-4504.5,436062.25
SHORT,2019-01-04 10:05:00+05:30,2019-01-04 12:25:00+05:30,10651.8,10701.25,-49.45,-3214.25,432848.0
LONG,2019-01-04 12:25:00+05:30,2019-01-04 14:10:00+05:30,10701.25,10670.45,-30.8,-2002.0,430846.0
SHORT,2019-01-04 14:10:00+05:30,2019-01-07 09:15:00+05:30,10670.45,10811.0,-140.55,-9135.75,421710.25
LONG,2019-01-07 09:15:00+05:30,2019-01-07 14:40:00+05:30,10811.0,10786.3,-24.7,-1605.5,420104.75
SHORT,2019-01-07 14:40:00+05:30,2019-01-08 14:00:00+05:30,10786.3,10802.1,-15.8,-1027.0,419077.75
LONG,2019-01-08 14:00:00+05:30,2019-01-09 13:50:00+05:30,10802.1,10822.7,20.6,1339.0,420416.75
SHORT,2019-01-09 13:50:00+05:30,2019-01-09 14:50:00+05:30,10822.7,10837.15,-14.45,-939.25,419477.5
LONG,2019-01-09 14:50:00+05:30,2019-01-10 12:05:00+05:30,10837.15,10815.0,-22.15,-1439.75,418037.75
SHORT,2019-01-10 12:05:00+05:30,2019-01-11 14:40:00+05:30,10815.0,10783.55,31.45,2044.25,420082.0
LONG,2019-01-11 14:40:00+05:30,2019-01-14 09:15:00+05:30,10783.55,10754.15,-29.4,-1911.0,418171.0
SHORT,2019-01-14 09:15:00+05:30,2019-01-14 14:15:00+05:30,10754.15,10731.0,23.15,1504.75,419675.75
LONG,2019-01-14 14:15:00+05:30,2019-01-16 11:15:00+05:30,10731.0,10880.9,149.9,9743.5,429419.25
SHORT,2019-01-16 11:15:00+05:30,2019-01-16 12:45:00+05:30,10880.9,10920.85,-39.95,-2596.75,426822.5
LONG,2019-01-16 12:45:00+05:30,2019-01-16 13:45:00+05:30,10920.85,10894.65,-26.2,-1703.0,425119.5
SHORT,2019-01-16 13:45:00+05:30,2019-01-17 10:15:00+05:30,10894.65,10921.4,-26.75,-1738.75,423380.75
LONG,2019-01-17 10:15:00+05:30,2019-01-17 12:30:00+05:30,10921.4,10890.5,-30.9,-2008.5,421372.25
