Exit Time,Cumulative PnL INR
2022-03-08 13:50:00+05:30,1338996.75
2022-03-10 12:45:00+05:30,1391373.75
2022-03-11 09:35:00+05:30,1389134.5
2022-03-15 09:50:00+05:30,1399030.75
2022-03-16 09:15:00+05:30,1393918.5
2022-03-16 13:10:00+05:30,1392322.75
2022-03-16 15:00:00+05:30,1384880.25
2022-03-21 09:45:00+05:30,1403125.75
2022-03-22 12:40:00+05:30,1411052.5
2022-03-23 11:55:00+05:30,1421290.0
2022-03-24 11:05:00+05:30,1422846.75
2022-03-24 12:10:00+05:30,1417357.5
2022-03-25 15:20:00+05:30,1416889.5
2022-03-28 09:25:00+05:30,1409596.5
2022-03-28 12:30:00+05:30,1406112.5
2022-03-30 14:00:00+05:30,1426639.5
2022-03-31 09:15:00+05:30,1421225.0
2022-03-31 12:05:00+05:30,1416619.75
2022-03-31 13:05:00+05:30,1412352.5
2022-03-31 14:05:00+05:30,1407253.25
2022-04-01 09:55:00+05:30,1402329.5
2022-04-04 12:10:00+05:30,1428150.75
2022-04-04 13:25:00+05:30,1423412.25
2022-04-05 09:40:00+05:30,1422622.5
2022-04-05 13:10:00+05:30,1417315.25
2022-04-05 14:05:00+05:30,1413665.5
2022-04-06 12:35:00+05:30,1421803.5
2022-04-06 13:00:00+05:30,1417565.5
2022-04-07 11:55:00+05:30,1421988.75
2022-04-07 13:40:00+05:30,1418534.0
2022-04-08 12:15:00+05:30,1416015.25
2022-04-11 09:15:00+05:30,1414302.5
2022-04-11 13:15:00+05:30,1411621.25
2022-04-11 14:55:00+05:30,1407770.0
2022-04-12 14:05:00+05:30,1417429.0
2022-04-13 10:25:00+05:30,1416717.25
2022-04-18 14:20:00+05:30,1441407.5
2022-04-19 13:05:00+05:30,1442779.0
2022-04-19 13:35:00+05:30,1438264.75
2022-04-19 14:50:00+05:30,1433558.75
2022-04-20 09:15:00+05:30,1440786.75
2022-04-20 13:50:00+05:30,1442080.25
2022-04-21 09:15:00+05:30,1431378.0
2022-04-22 09:15:00+05:30,1429064.0
2022-04-22 12:00:00+05:30,1422742.75
2022-04-22 14:00:00+05:30,1415765.0
2022-04-26 09:15:00+05:30,1419834.0
2022-04-26 12:45:00+05:30,1417659.75
2022-04-26 14:15:00+05:30,1414075.0
2022-04-27 09:15:00+05:30,1409859.75
2022-04-27 13:40:00+05:30,1412859.5
2022-04-28 15:05:00+05:30,1425050.25
2022-04-29 09:15:00+05:30,1419720.25
2022-04-29 14:05:00+05:30,1417776.75
2022-05-02 14:50:00+05:30,1431976.0
2022-05-04 10:25:00+05:30,1426080.5
2022-05-05 09:35:00+05:30,1434494.75
2022-05-05 13:10:00+05:30,1432128.75
2022-05-09 12:25:00+05:30,1462877.0
2022-05-09 14:00:00+05:30,1457277.25
2022-05-09 14:45:00+05:30,1449058.0
2022-05-10 14:55:00+05:30,1442441.0
2022-05-11 14:00:00+05:30,1450114.25
2022-05-12 09:15:00+05:30,1437068.75
2022-05-13 09:15:00+05:30,1438567.0
2022-05-13 14:05:00+05:30,1440445.5
2022-05-16 09:35:00+05:30,1442194.0
2022-05-16 12:00:00+05:30,1434231.5
2022-05-17 09:15:00+05:30,1425801.0
2022-05-18 12:20:00+05:30,1446230.5
2022-05-18 13:35:00+05:30,1440978.5
2022-05-19 09:15:00+05:30,1413876.75
2022-05-20 09:15:00+05:30,1404266.5
2022-05-20 12:15:00+05:30,1408312.75
2022-05-20 13:05:00+05:30,1403798.5
2022-05-23 14:00:00+05:30,1409326.75
2022-05-24 11:50:00+05:30,1412674.25
2022-05-24 13:15:00+05:30,1407120.0
2022-05-25 09:15:00+05:30,1403626.25
2022-05-25 11:45:00+05:30,1395439.5
2022-05-26 12:50:00+05:30,1400464.0
2022-05-31 09:15:00+05:30,1437878.0
2022-05-31 10:40:00+05:30,1433805.75
2022-05-31 15:10:00+05:30,1428378.25
2022-06-01 15:15:00+05:30,1429301.25
2022-06-02 09:15:00+05:30,1423916.0
2022-06-02 12:30:00+05:30,1415631.75
2022-06-03 13:25:00+05:30,1422489.25
2022-06-06 12:45:00+05:30,1429860.25
2022-06-07 09:15:00+05:30,1418917.5
2022-06-08 10:35:00+05:30,1415358.75
2022-06-08 13:10:00+05:30,1411166.25
2022-06-09 10:40:00+05:30,1412723.0
2022-06-09 13:00:00+05:30,1410386.25
2022-06-09 14:25:00+05:30,1405673.75
2022-06-10 09:15:00+05:30,1398858.5
2022-06-13 15:15:00+05:30,1432915.25
2022-06-14 09:20:00+05:30,1427946.0
2022-06-14 11:00:00+05:30,1419678.0
2022-06-14 12:35:00+05:30,1415683.75
2022-06-15 12:45:00+05:30,1415459.5
2022-06-15 15:00:00+05:30,1409980.0
2022-06-16 09:15:00+05:30,1400142.25
2022-06-16 10:40:00+05:30,1391598.0
2022-06-17 09:45:00+05:30,1413041.5
2022-06-20 09:35:00+05:30,1402622.0
2022-06-20 15:15:00+05:30,1392521.0
2022-06-22 09:15:00+05:30,1402391.25
2022-06-23 09:15:00+05:30,1406275.0
2022-06-23 11:50:00+05:30,1410061.25
2022-06-23 13:35:00+05:30,1411478.25
2022-06-27 14:35:00+05:30,1433370.25
2022-06-28 11:50:00+05:30,1435752.5
2022-06-29 09:15:00+05:30,1428664.25
2022-06-29 12:50:00+05:30,1420766.75
2022-06-29 15:10:00+05:30,1418820.0
2022-06-30 09:20:00+05:30,1413993.75
2022-06-30 11:10:00+05:30,1408225.0
2022-06-30 13:30:00+05:30,1404617.5
2022-06-30 15:25:00+05:30,1398452.25
2022-07-01 13:00:00+05:30,1402680.5
2022-07-04 10:00:00+05:30,1402904.75
2022-07-04 13:00:00+05:30,1395322.5
2022-07-05 13:05:00+05:30,1406733.25
2022-07-06 09:25:00+05:30,1411098.0
2022-07-07 14:10:00+05:30,1421546.75
2022-07-07 15:00:00+05:30,1416668.5
2022-07-08 14:25:00+05:30,1418683.5
2022-07-08 15:00:00+05:30,1415089.0
2022-07-11 09:15:00+05:30,1411003.75
2022-07-11 13:10:00+05:30,1410279.0
2022-07-12 09:15:00+05:30,1407506.75
2022-07-12 14:10:00+05:30,1406996.5
2022-07-12 14:55:00+05:30,1403233.0
2022-07-13 09:15:00+05:30,1400867.0
2022-07-13 12:35:00+05:30,1397106.75
2022-07-14 09:15:00+05:30,1399105.5
2022-07-14 11:15:00+05:30,1396469.75
2022-07-14 15:20:00+05:30,1398562.75
2022-07-19 11:40:00+05:30,1419128.75
2022-07-19 14:30:00+05:30,1415059.75
2022-07-20 13:10:00+05:30,1428014.25
2022-07-21 10:00:00+05:30,1425713.25
2022-07-21 13:10:00+05:30,1424211.75
2022-07-21 14:25:00+05:30,1421407.0
2022-07-25 09:15:00+05:30,1427741.25
2022-07-25 14:05:00+05:30,1430175.5
2022-07-25 15:20:00+05:30,1427539.75
2022-07-26 13:20:00+05:30,1430620.75
2022-07-26 13:45:00+05:30,1428092.25
2022-07-27 10:15:00+05:30,1426993.75
2022-07-29 10:30:00+05:30,1458577.25
2022-07-29 15:00:00+05:30,1450234.5
2022-08-02 09:15:00+05:30,1459711.5
2022-08-02 13:45:00+05:30,1458934.75
2022-08-02 15:20:00+05:30,1458541.5
2022-08-03 09:20:00+05:30,1453325.25
2022-08-03 10:25:00+05:30,1445323.75
2022-08-03 14:00:00+05:30,1442077.0
2022-08-04 11:10:00+05:30,1447816.5
2022-08-04 14:50:00+05:30,1450601.75
2022-08-05 13:00:00+05:30,1452694.75
2022-08-08 10:25:00+05:30,1448453.5
2022-08-10 09:35:00+05:30,1450556.25
2022-08-10 15:05:00+05:30,1446656.25
2022-08-11 15:25:00+05:30,1452795.5
2022-08-12 10:05:00+05:30,1450455.5
2022-08-12 14:45:00+05:30,1449906.25
2022-08-16 09:15:00+05:30,1442863.5
2022-08-16 11:45:00+05:30,1443793.0
2022-08-16 15:00:00+05:30,1441914.5
2022-08-18 09:15:00+05:30,1448213.0
2022-08-18 10:00:00+05:30,1445908.75
2022-08-18 11:25:00+05:30,1441160.5
2022-08-18 14:10:00+05:30,1438680.75
2022-08-19 11:00:00+05:30,1437865.0
2022-08-23 09:35:00+05:30,1462178.25
2022-08-23 10:35:00+05:30,1457504.75
2022-08-23 13:10:00+05:30,1451619.0
2022-08-24 09:30:00+05:30,1450419.75
2022-08-24 15:00:00+05:30,1446191.5
2022-08-25 14:25:00+05:30,1450770.75
2022-08-26 09:15:00+05:30,1451567.0
2022-08-26 15:00:00+05:30,1443477.75
2022-08-30 09:15:00+05:30,1448908.5
2022-09-01 09:15:00+05:30,1455977.25
2022-09-02 09:15:00+05:30,1454030.5
2022-09-02 14:45:00+05:30,1452418.5
2022-09-05 09:15:00+05:30,1448905.25
2022-09-06 10:05:00+05:30,1450998.25
2022-09-06 11:55:00+05:30,1447985.5
2022-09-06 14:40:00+05:30,1444768.0
2022-09-07 12:10:00+05:30,1446487.25
2022-09-08 12:55:00+05:30,1452525.75
2022-09-08 14:25:00+05:30,1448395.0
2022-09-09 11:45:00+05:30,1453780.25
2022-09-12 09:15:00+05:30,1449438.25
2022-09-12 15:10:00+05:30,1450254.0
2022-09-13 09:15:00+05:30,1444043.25
2022-09-14 09:15:00+05:30,1433328.0
2022-09-14 11:55:00+05:30,1425453.25
2022-09-14 15:05:00+05:30,1427549.5
2022-09-15 09:15:00+05:30,1423233.5
2022-09-15 10:05:00+05:30,1415355.5
2022-09-15 14:35:00+05:30,1415921.0
2022-09-15 15:10:00+05:30,1410964.75
2022-09-19 09:50:00+05:30,1427559.25
2022-09-20 14:45:00+05:30,1443052.0
2022-09-21 13:45:00+05:30,1448596.5
2022-09-21 15:20:00+05:30,1444319.5
2022-09-22 13:15:00+05:30,1449139.25
2022-09-22 15:05:00+05:30,1448359.25
2022-09-26 12:35:00+05:30,1481814.75
2022-09-26 15:00:00+05:30,1473767.75
2022-09-27 09:15:00+05:30,1464225.75
2022-09-27 10:05:00+05:30,1457381.25
2022-09-27 12:55:00+05:30,1453400.0
2022-09-27 14:30:00+05:30,1447943.25
2022-09-28 12:00:00+05:30,1446523.0
2022-09-28 13:55:00+05:30,1440985.0
2022-09-29 09:15:00+05:30,1436571.5
2022-09-29 11:55:00+05:30,1428248.25
2022-09-30 10:30:00+05:30,1426649.25
2022-09-30 15:05:00+05:30,1437423.0
2022-10-03 11:35:00+05:30,1438703.5
2022-10-03 13:55:00+05:30,1432414.75
2022-10-04 09:15:00+05:30,1418062.75
2022-10-06 14:15:00+05:30,1429665.25
2022-10-07 13:50:00+05:30,1433679.0
2022-10-10 09:15:00+05:30,1420903.25
2022-10-10 11:50:00+05:30,1415700.0
2022-10-10 13:30:00+05:30,1417185.25
2022-10-10 14:50:00+05:30,1414559.25
2022-10-11 09:50:00+05:30,1409174.0
2022-10-12 09:25:00+05:30,1415888.5
2022-10-13 09:35:00+05:30,1416759.5
2022-10-13 14:20:00+05:30,1418511.25
